,customer_id,age,income,days_since_last_purchase,total_purchases,avg_purchase_value,website_visits,email_open_rate,customer_satisfaction,region,marketing_channel
267,268,73.0,,8.565582794510423,6,161.90856530698142,7.0,49.57,4.0,Leste,Social Media
268,269,34.0,76222.61269793728,7.239473227754179,7,107.96140550506874,6.0,89.42,,Norte,Email
269,270,55.0,56507.5303448049,9.474477428078334,3,161.03154021535815,8.0,63.78,3.0,Centro,Email
270,271,41.0,76479.46953503456,8.533011433713673,6,132.39561262730595,12.0,48.0,3.0,Oeste,Social Media
271,272,22.0,74397.71918487921,1.936997109699441,8,166.23791197667708,14.0,53.37,5.0,Centro,Search
272,273,69.0,49676.082718782796,18.426781660264066,7,179.02838435178074,9.0,93.83,,Sul,Search
273,274,51.0,,39.58526690097811,3,210.4615323611969,13.0,80.24,5.0,Leste,Social Media
274,275,23.0,82948.30895920095,27.99789797084752,4,148.7856752164987,10.0,82.83,5.0,Norte,Direct
275,276,39.0,133969.84521178625,33.522082029094406,6,231.94802637999166,7.0,53.4,3.0,Oeste,Referral
276,277,28.0,67890.99041996186,2.538944904845849,8,195.40113312680955,6.0,67.67,5.0,Leste,Email
277,278,,32781.903716167035,90.77999869902041,3,114.6280227593906,6.0,,4.0,Oeste,Referral
278,279,33.0,20190.368109066225,54.69598719474868,4,260.4927832874232,12.0,64.46,5.0,Centro,Social Media
279,280,50.0,41848.95292067103,49.056569984645925,3,166.3497256635049,7.0,82.68,3.0,Oeste,Email
280,281,26.0,95553.62360967616,51.945421609641926,8,108.24377480138824,7.0,72.75,3.0,Oeste,Referral
281,282,23.0,36169.578486317754,80.96253579589151,1,232.6456525615211,11.0,,3.0,Centro,Search
282,283,33.0,102247.545262394,23.574587035501057,3,253.88887925992225,13.0,72.37,4.0,Centro,Direct
283,284,46.0,93253.42556641836,6.704884073980411,7,148.34873681402198,15.0,60.35,5.0,Leste,Referral
284,285,20.0,66835.26311014948,28.77466370392735,5,124.81748698122018,9.0,71.28,5.0,Norte,Direct
285,286,37.0,,40.74654558704506,9,141.3812521273169,13.0,73.99,5.0,Centro,Search
286,287,53.0,49888.113736523024,40.17286597120202,5,185.736586375885,6.0,56.94,,Leste,Referral
287,288,36.0,62470.422125489786,22.109776235901457,4,213.8928327515257,9.0,92.68,,Oeste,Social Media
288,289,43.0,82038.83535290483,2.1274432076111123,5,178.52436654317867,,67.19,4.0,Oeste,Email
289,290,20.0,36773.09463635882,13.914107722688835,7,155.0861604235885,11.0,93.17,3.0,Sul,Search
290,291,36.0,127979.55196307274,76.06072376109799,3,224.9005885152214,5.0,,3.0,Centro,Direct
291,292,37.0,81703.2267365326,26.34449134119245,6,134.3581763474239,14.0,88.87,4.0,Leste,Direct
292,293,49.0,85868.11920250033,23.187274141046586,7,201.54596691834536,,35.44,,Leste,Search
293,294,24.0,92960.34072482452,9.394243457575916,4,135.59686008243608,8.0,50.91,4.0,Norte,Social Media
294,295,69.0,122506.57383865406,13.787293606594416,4,171.55114790054466,14.0,80.06,3.0,Leste,Social Media
295,296,58.0,76563.06843917696,67.71289380177018,4,144.32187176047742,11.0,,4.0,Centro,Direct
296,297,50.0,95579.43703738757,32.94004853238196,3,147.20739086735946,10.0,96.94,5.0,Leste,Search
297,298,,50290.33417392839,46.44845379224881,4,131.13067412688952,15.0,73.64,3.0,Sul,Search
298,299,56.0,,18.173074392638956,2,217.24270155903474,13.0,64.14,5.0,Oeste,Email
299,300,35.0,74233.6518326237,29.847619720650652,7,113.35369809457325,5.0,59.59,4.0,Oeste,Direct
300,301,57.0,50169.321885628124,8.565876095890145,6,112.98838737256457,11.0,52.03,5.0,Leste,Social Media
301,302,,56514.55901372552,36.67029841811953,7,256.04967829225546,,83.16,3.0,Leste,Referral
302,303,28.0,,16.73758683967087,5,198.89237823271657,13.0,79.85,4.0,Leste,Social Media
303,304,45.0,56342.70818331251,17.531232597119256,4,30.74431506534819,11.0,60.66,4.0,Leste,Social Media
304,305,74.0,20000.0,31.43663343159611,5,121.73706303947982,10.0,66.79,5.0,Sul,Referral
305,306,,98675.02923347536,82.59799641329215,4,59.4005331218973,6.0,,4.0,Centro,Direct
306,307,67.0,,1.9843974927689725,7,102.46546532923725,12.0,98.9,4.0,Sul,Email
307,308,40.0,43109.08015493651,52.24509495621455,5,10.0,,79.87,5.0,Sul,Social Media
308,309,48.0,68465.32929871006,10.375573444384067,6,143.1505211153029,11.0,53.28,4.0,Sul,Social Media
309,310,47.0,69883.32927090621,17.60526387683689,5,92.90290904193442,12.0,84.21,3.0,Oeste,Direct
310,311,59.0,38774.01401586716,0.6647097596840817,2,152.99526283982192,6.0,76.14,4.0,Sul,Direct
311,312,52.0,63081.29372769277,10.745113757089165,4,68.74393705587376,8.0,80.49,4.0,Leste,Search
312,313,24.0,70874.81999458998,20.952706844028878,4,154.145592658602,12.0,81.52,4.0,Sul,Direct
313,314,33.0,62292.13693773127,1.7344695854386498,6,129.25418609398363,12.0,85.14,4.0,Leste,Direct
314,315,,,20.26486060691924,11,225.09764825942977,12.0,33.35,5.0,Centro,Social Media
315,316,65.0,42301.591268188844,78.56437353373735,6,220.56784308728123,13.0,,5.0,Oeste,Email
316,317,,61280.68407067841,3.3411302127247375,8,189.26728015051415,9.0,67.67,,Centro,Social Media
317,318,69.0,53074.98992145035,43.37378135216404,5,133.66931096693938,16.0,60.41,3.0,Centro,Direct
318,319,66.0,90241.3347326511,15.812260823919752,3,249.26901976301468,13.0,57.84,5.0,Oeste,Search
319,320,19.0,125839.98324784638,31.941435273603695,5,72.34823610800896,8.0,59.4,5.0,Leste,Email
320,321,18.0,104439.59099782932,9.042746127436956,1,79.82206852181687,10.0,54.95,5.0,Leste,Search
321,322,65.0,71950.07825998274,5.212473611855499,8,145.81084500554675,12.0,57.2,3.0,Leste,Referral
322,323,29.0,51059.856327306545,5.247128103846568,6,262.70190544605595,4.0,97.41,5.0,Oeste,Search
323,324,22.0,103198.920866699,2.1929941980201506,4,139.88305465649563,9.0,29.52,5.0,Sul,Search
324,325,54.0,,6.1608295103306725,7,140.83773783953592,,84.43,3.0,Norte,Direct
325,326,,121954.07402892807,32.738917913589965,1,77.90448219440954,5.0,55.8,4.0,Sul,Direct
326,327,72.0,76600.17120518492,64.03356456774586,7,197.2964792635189,5.0,,4.0,Sul,Direct
327,328,26.0,142664.89149098203,50.48053687984223,3,197.6588127164677,8.0,58.31,4.0,Centro,Direct
328,329,58.0,76610.87931079432,34.66827334909371,9,189.4537600699955,10.0,74.29,5.0,Norte,Direct
329,330,52.0,50942.28207971881,3.5105752143189446,4,118.53896635763188,8.0,33.74,5.0,Leste,Search
330,331,,55461.89687491045,10.24039564453289,2,114.66466158134972,10.0,45.97,5.0,Sul,Referral
331,332,65.0,88345.34610850988,11.123514891478907,4,85.34388747975147,14.0,98.91,5.0,Oeste,Direct
332,333,33.0,53007.09365327182,8.628740078886057,6,154.19362508804667,,67.97,4.0,Sul,Referral
333,334,20.0,142226.72386116328,21.708541728519805,2,95.97963353607491,5.0,65.74,4.0,Leste,Referral
334,335,37.0,85111.75696102211,23.00728748819532,1,91.12917473753556,9.0,73.33,5.0,Sul,Social Media
335,336,41.0,,13.242997137517733,7,128.8154641544662,,57.51,4.0,Centro,Social Media
336,337,71.0,73961.94185947697,13.098883463544963,7,125.5421912407892,10.0,84.86,3.0,Centro,Email
337,338,73.0,61986.875795646774,52.904887529312624,6,123.10107355890224,6.0,56.03,4.0,Sul,Social Media
338,339,50.0,28657.83427968993,46.71858048807235,8,173.32222984201306,10.0,88.53,,Centro,Direct
339,340,,55481.30355166172,11.036229778701111,7,153.95239010751396,9.0,65.88,4.0,Oeste,Referral
340,341,69.0,134393.002065814,73.528531455085,5,135.5921984744441,8.0,,3.0,Norte,Email
341,342,28.0,77527.87126503237,91.61038781538015,6,159.1506464155741,5.0,,3.0,Sul,Social Media
342,343,66.0,109707.1848662126,11.868824093633707,6,100.42364794476839,18.0,93.69,5.0,Oeste,Search
343,344,25.0,,13.128414213725593,7,155.2639311954839,21.0,69.82,5.0,Oeste,Email
344,345,,68759.58279784326,21.134383673125804,6,157.5301246422317,14.0,52.13,5.0,Oeste,Direct
345,346,55.0,93336.68863893424,84.96802813444059,3,74.84765703212597,16.0,,4.0,Leste,Referral
346,347,57.0,30336.682432044865,62.701593326783616,3,199.78468771851811,11.0,,5.0,Sul,Direct
347,348,37.0,129574.0987393702,3.246536574421628,1,105.92831473865022,,83.43,5.0,Sul,Direct
348,349,52.0,124919.33318330727,14.963490007021429,5,154.51548996032176,,72.81,4.0,Sul,Search
349,350,65.0,,24.18082294404521,3,208.22058702676352,18.0,71.92,5.0,Norte,Search
350,351,42.0,78791.10476740212,20.982954983522045,9,196.28383788569346,7.0,75.46,3.0,Oeste,Referral
351,352,52.0,69175.21422184653,6.465049800245323,8,151.71666942844178,6.0,77.89,5.0,Sul,Social Media
352,353,42.0,115292.00952347356,58.73090210867559,4,131.87504985589658,9.0,48.12,4.0,Centro,Direct
353,354,,98101.6770845001,33.8975891456417,2,197.37559542877835,,54.22,4.0,Leste,Social Media
354,355,35.0,20000.0,54.58780548898322,3,183.73474889043098,12.0,71.2,,Norte,Referral
355,356,63.0,,58.71975020416285,2,119.0817489977935,9.0,61.71,4.0,Leste,Direct
356,357,35.0,39625.86297420315,41.39217921509254,4,110.25531764991548,10.0,89.93,4.0,Oeste,Social Media
357,358,19.0,35870.42482545056,17.352295417142315,4,46.382240915200086,13.0,90.24,5.0,Centro,Direct
358,359,71.0,114754.95925521108,28.290343782811494,5,157.70159208417937,14.0,92.48,5.0,Oeste,Search
359,360,52.0,68490.58061266864,5.243654672199102,8,145.86511274908005,10.0,98.05,5.0,Sul,Search
360,361,33.0,86623.64768774362,33.59312436748671,6,206.8095687321271,11.0,50.47,3.0,Leste,Email
361,362,58.0,72518.9383891187,5.926220681817065,3,167.95275467401834,,73.97,5.0,Centro,Referral
362,363,53.0,36113.52514430433,35.52016361107429,5,216.71145970863452,12.0,94.5,4.0,Leste,Social Media
363,364,50.0,,7.825290933301939,6,115.13178860419146,,43.43,5.0,Norte,Direct
364,365,21.0,57023.71692670098,3.7516386703848847,3,206.90751654838093,8.0,90.0,3.0,Centro,Email
365,366,50.0,59299.27180661218,5.419929568291455,8,123.55418104476723,11.0,95.84,4.0,Norte,Referral
366,367,31.0,59281.705373145625,0.05982366479131877,8,188.8798030896136,12.0,94.13,5.0,Centro,Referral
367,368,38.0,60086.52184266492,38.054232355387924,5,77.06208037346532,13.0,90.11,5.0,Sul,Referral
368,369,65.0,161162.16935818965,39.54797612951404,4,161.75676496830943,6.0,62.59,4.0,Leste,Social Media
369,370,37.0,,21.704069238811535,2,50.765602927704506,11.0,46.59,5.0,Leste,Search
370,371,73.0,78026.25602974999,5.279312605222647,6,136.64312570291227,16.0,72.24,3.0,Oeste,Email
371,372,25.0,67705.39331897492,2.6175750457206273,5,172.01769969389568,14.0,80.8,5.0,Centro,Social Media
372,373,24.0,68800.77589659221,0.57942876951449,6,123.95157243844521,10.0,63.73,4.0,Centro,Direct
373,374,20.0,96525.19299435044,5.436599283452037,7,97.47811856220163,,43.72,,Norte,Social Media
374,375,34.0,67416.92446054972,66.45248721448904,3,192.30592346479668,7.0,,,Centro,Direct
375,376,50.0,104088.56074257309,8.293831594855064,9,144.82686050765383,11.0,63.74,,Leste,Direct
376,377,65.0,81838.47885787662,13.121276238032813,2,125.52146764846643,3.0,65.45,5.0,Centro,Referral
377,378,29.0,,3.339529542329002,0,152.09479605771384,4.0,92.31,,Oeste,Social Media
378,379,68.0,,7.544797939850491,6,281.8334570972794,11.0,78.43,4.0,Oeste,Search
379,380,39.0,112399.56536423597,21.97065003057493,4,207.6751424890772,11.0,85.64,4.0,Leste,Direct
380,381,72.0,41421.01305253891,28.075881829852197,6,208.128683409392,8.0,69.13,4.0,Leste,Referral
381,382,39.0,51670.59821051749,8.445128397713608,4,171.77731594961818,11.0,90.82,5.0,Leste,Search
382,383,63.0,152142.59813958517,1.783971383630446,5,158.32426362885735,12.0,41.98,4.0,Centro,Social Media
383,384,47.0,102147.89429642132,14.879729550701274,2,30.195885583479182,,79.48,4.0,Centro,Search
384,385,55.0,,8.005159253551675,5,116.0509826768434,8.0,78.59,4.0,Sul,Social Media
385,386,55.0,,7.43668888416069,4,125.97127933987628,13.0,79.81,4.0,Norte,Direct
386,387,62.0,68149.48801970077,96.4635528451802,3,56.25539679762335,9.0,,5.0,Centro,Email
387,388,68.0,112281.5533527895,28.736866444529902,5,92.12921048922831,8.0,75.93,3.0,Sul,Email
388,389,71.0,115939.52248625497,24.417334557928356,3,50.958176453868305,10.0,80.71,3.0,Sul,Direct
389,390,25.0,137390.5207714937,16.124078207339252,3,148.08380821513137,,85.27,5.0,Oeste,Search
390,391,,,16.80805753390416,4,190.9382985424408,12.0,67.47,4.0,Centro,Social Media
391,392,44.0,67942.18081774782,23.35494381059449,8,205.33872593121643,11.0,88.21,5.0,Sul,Email
392,393,,81202.68168353026,35.76427250771415,5,170.73922310396205,8.0,80.04,3.0,Oeste,Social Media
393,394,38.0,136391.23294608184,36.334565050051374,4,101.83018294007155,5.0,52.91,5.0,Norte,Direct
394,395,47.0,85748.64918385838,5.651175486786831,4,53.39674207400202,13.0,89.93,,Oeste,Search
395,396,50.0,116050.24713006272,20.801181304292516,4,62.156565029924906,12.0,96.11,4.0,Norte,Social Media
396,397,45.0,37280.28853692714,15.928712000222168,4,86.55087113727507,10.0,83.67,3.0,Leste,Search
397,398,64.0,60793.784820482004,61.32847959799855,7,105.55701509821627,6.0,,5.0,Leste,Email
398,399,50.0,124710.42076590982,29.9428370317113,8,142.01257510042066,9.0,83.3,5.0,Oeste,Social Media
399,400,22.0,64540.26798059007,22.810938855216868,7,99.29178909365157,6.0,69.57,4.0,Leste,Referral
400,401,65.0,70506.03334454018,3.6784097038082058,3,166.94879468341307,11.0,77.83,5.0,Centro,Email
401,402,36.0,135422.66307876198,27.914571873982073,6,138.38632486002635,9.0,68.27,4.0,Oeste,Search
402,403,21.0,45985.78507946569,3.739830864160432,6,150.52728558705127,9.0,36.07,5.0,Sul,Direct
403,404,52.0,,12.338757431061913,4,207.01252763356024,10.0,75.38,5.0,Centro,Referral
404,405,66.0,35284.17239193685,4.623989168022757,6,90.9884132899815,8.0,94.76,,Oeste,Social Media
405,406,34.0,137827.0004434457,35.336839149488654,9,170.93522891461842,,58.12,5.0,Norte,Email
406,407,61.0,108085.2872111254,6.929681756383393,6,149.30133857619634,9.0,86.67,4.0,Leste,Social Media
407,408,45.0,106875.51408230468,14.920473889850545,4,133.32568595151525,12.0,79.18,,Leste,Social Media
408,409,,59993.0227949717,67.8072636266139,6,194.26281604329802,10.0,,3.0,Leste,Referral
409,410,46.0,33937.234432880636,6.856609161904607,7,193.95070772785039,8.0,93.0,5.0,Oeste,Referral
410,411,63.0,29074.0599622407,21.26641288484907,4,102.67546020057858,10.0,73.38,5.0,Centro,Referral
411,412,,125118.78674263526,16.304166199027215,3,140.8919708071038,12.0,67.27,5.0,Norte,Referral
412,413,23.0,89908.82738289433,0.5487087994969545,4,164.06058412920328,10.0,76.66,5.0,Leste,Direct
413,414,52.0,,47.21605903367773,5,136.34966259887076,11.0,84.73,5.0,Centro,Search
414,415,58.0,79512.70442924647,2.14635934588116,3,179.2510666143899,16.0,39.88,,Sul,Referral
415,416,54.0,48300.84382619048,19.288170437025727,5,164.05960089551377,8.0,62.08,3.0,Sul,Email
416,417,41.0,61293.29414840033,24.675699627979583,3,241.62806201780063,13.0,85.23,,Norte,Social Media
417,418,46.0,42604.0786357934,29.700254131922755,5,73.48604320351062,8.0,85.69,,Leste,Referral
418,419,66.0,,35.00335788171569,5,143.87820051263012,,68.21,3.0,Sul,Email
419,420,63.0,104172.54563606811,8.761643907659835,5,104.57487442439044,6.0,55.32,4.0,Centro,Direct
420,421,70.0,30446.143438885192,0.3008669509364413,6,180.2053727719522,4.0,83.38,5.0,Centro,Email
421,422,48.0,42746.28099043049,38.56022177968195,6,69.14140549772277,,64.09,5.0,Sul,Email
422,423,52.0,62970.43922583351,23.01392738618083,6,167.31563551124432,8.0,73.66,4.0,Leste,Direct
423,424,,,54.25820433938656,5,118.49757843258294,11.0,95.67,5.0,Norte,Direct
424,425,69.0,35060.21018438125,51.67624365994338,7,113.2919066939493,11.0,95.54,4.0,Leste,Social Media
425,426,38.0,30029.648483717254,55.607674094037634,3,77.67508982296563,10.0,70.69,5.0,Oeste,Referral
426,427,49.0,85265.08072552345,19.91316602994808,5,126.7462026899497,5.0,84.07,4.0,Sul,Email
427,428,40.0,77509.22205029996,12.17723399510965,7,204.22502651454627,4.0,83.17,3.0,Oeste,Search
428,429,50.0,,47.04286277495788,2,148.74056582352603,,55.38,5.0,Sul,Search
429,430,20.0,74038.14583267111,18.005781180968118,8,181.38402089372372,13.0,63.76,4.0,Norte,Social Media
430,431,35.0,89121.97386615348,6.079727241462871,4,233.23209109831376,8.0,58.46,4.0,Leste,Search
431,432,42.0,49627.86597304796,57.925271315203695,2,163.1877792411288,10.0,77.08,3.0,Leste,Social Media
432,433,59.0,,64.25479994504094,5,122.06002139688297,5.0,,4.0,Sul,Referral
433,434,48.0,36935.27530583526,18.838190280135226,5,173.3626107591395,5.0,83.03,5.0,Centro,Social Media
434,435,71.0,49862.338455422214,2.3615486906387355,4,122.7851926842854,5.0,55.5,,Oeste,Direct
435,436,20.0,60870.91579882146,14.722166101054487,6,124.77886583514153,,80.2,5.0,Leste,Direct
436,437,57.0,118715.33810155318,48.81853551748315,8,74.00536001905076,13.0,63.15,,Leste,Direct
437,438,63.0,46270.77722557311,69.61453870499301,4,196.3128745542196,8.0,,4.0,Sul,Direct
438,439,41.0,165057.71360575533,6.824817858602553,3,130.69987121752803,10.0,74.13,3.0,Centro,Direct
439,440,67.0,92610.55243837551,2.079653868109042,6,159.1049122907931,13.0,46.42,5.0,Oeste,Direct
440,441,49.0,84282.99358502403,62.952726084124286,4,98.20190356966802,13.0,,,Centro,Direct
441,442,64.0,71429.27279951541,14.799638623338778,2,171.79738148577363,,95.08,4.0,Centro,Direct
442,443,39.0,65343.82172197019,23.410929568114067,3,111.90293809324581,16.0,89.9,3.0,Sul,Direct
443,444,40.0,53444.62753197342,103.32234361587633,1,142.9145639149088,8.0,,,Centro,Referral
444,445,19.0,34334.11604145651,2.06650972077382,9,193.89130156195628,12.0,60.32,5.0,Oeste,Direct
445,446,44.0,47053.936718730714,31.350838259542492,5,189.53796561162648,12.0,95.03,3.0,Norte,Social Media
446,447,59.0,137679.51514967968,2.309846942703749,3,148.89849637415298,7.0,62.62,3.0,Norte,Referral
447,448,19.0,90103.23975962643,14.12262589191605,4,61.593448364664084,,83.67,3.0,Oeste,Search
448,449,43.0,137134.9236655832,48.86084607366443,3,299.6405285030321,13.0,80.2,4.0,Sul,Email
449,450,34.0,52792.53264665921,17.0468755283856,4,237.2929485136568,5.0,88.47,4.0,Leste,Referral
450,451,57.0,41998.05374692597,176.155603798828,6,186.13374124441492,9.0,,,Sul,Direct
451,452,50.0,71110.24919601929,24.565345366731215,4,112.33981092045147,10.0,66.68,3.0,Oeste,Referral
452,453,26.0,47896.914232474555,11.621189726839424,2,144.32039191490176,5.0,59.33,4.0,Centro,Email
453,454,60.0,77852.09471647153,7.4581228501101,6,122.82897851117416,16.0,76.48,3.0,Norte,Email
454,455,,30718.628207159894,12.947521767011452,3,213.1927969548194,8.0,55.15,5.0,Centro,Direct
455,456,65.0,23232.384197371124,13.981939058812685,6,163.1251445425917,15.0,92.53,5.0,Sul,Direct
456,457,56.0,82833.8694839605,2.1356551878793515,2,110.79180708200836,11.0,74.56,4.0,Oeste,Social Media
457,458,46.0,139388.3453681831,13.840794419121641,8,126.4622450437609,8.0,81.85,3.0,Norte,Email
458,459,59.0,84474.5725688566,18.72198649399444,3,206.05940712849522,12.0,72.72,5.0,Oeste,Direct
459,460,72.0,89695.26440166416,38.48374433558763,6,230.00489234102392,9.0,91.24,5.0,Norte,Email
460,461,43.0,72491.85318121589,32.07709405125924,4,226.4165781743123,6.0,31.26,4.0,Norte,Social Media
461,462,52.0,75632.58265800378,37.008810822200005,5,187.85160325269888,,47.66,5.0,Norte,Search
462,463,67.0,33456.734849250824,0.25196561136350365,6,137.36875655986816,13.0,90.17,5.0,Sul,Email
463,464,42.0,48768.79208171301,7.364259258910289,1,10.0,15.0,82.17,4.0,Oeste,Social Media
464,465,41.0,,32.51327284413711,5,164.85800119041107,8.0,92.58,3.0,Leste,Social Media
465,466,30.0,40235.58693889667,19.848837282300735,7,149.90856205779497,7.0,79.55,5.0,Leste,Social Media
466,467,24.0,60239.61950028239,0.1598292715641961,6,156.9991048160677,13.0,77.07,3.0,Leste,Referral
467,468,74.0,117125.99271209083,48.96502486474215,6,152.69486735166032,12.0,77.07,5.0,Oeste,Direct
468,469,53.0,74693.30323050746,44.45900186951632,7,83.68689190254214,8.0,70.74,5.0,Centro,Email
469,470,62.0,76409.33857604486,23.850026434867047,4,177.87042784255928,10.0,67.23,5.0,Oeste,Referral
470,471,37.0,,2.063250899292837,3,181.61081570159251,4.0,73.12,4.0,Norte,Email
471,472,18.0,95543.7442479516,43.63912967729937,8,184.11693910298294,11.0,71.87,3.0,Centro,Referral
472,473,25.0,105802.28766012959,26.291452937751544,4,197.3288501786693,7.0,55.91,,Norte,Direct
473,474,63.0,47495.05308742103,45.692299260758425,5,180.20258224608116,10.0,83.44,5.0,Norte,Social Media
474,475,33.0,35117.31081025853,41.799205827211296,5,129.49852942305446,6.0,77.74,5.0,Oeste,Email
475,476,31.0,25766.23215816931,48.736862035557934,3,146.4581576041955,13.0,56.18,4.0,Leste,Social Media
476,477,29.0,,21.89483701052633,9,154.55624336266885,11.0,79.65,,Centro,Direct
477,478,68.0,83361.4415544484,4.536009230532723,8,155.3849724553309,,77.82,5.0,Sul,Email
478,479,40.0,185842.30479442398,33.36528855882308,6,199.9108827985865,14.0,55.51,5.0,Leste,Search
479,480,32.0,72685.19540407757,29.06494820805853,3,182.18343765112454,8.0,78.13,4.0,Sul,Search
480,481,45.0,,40.673325648851886,5,253.86717197849765,3.0,52.3,4.0,Oeste,Search
481,482,51.0,79026.91117713641,5.585586667905365,5,260.3234489942336,9.0,64.8,5.0,Centro,Direct
482,483,,80950.2095840927,6.506465833825106,5,153.98247913069625,15.0,84.81,5.0,Oeste,Search
483,484,49.0,,66.33014232544376,3,10.0,10.0,,5.0,Sul,Email
484,485,40.0,48255.80470220382,41.5861667661363,7,211.84162330636332,8.0,60.63,,Norte,Search
485,486,39.0,70917.15051133728,71.65360091836682,3,122.98118305064727,10.0,,4.0,Oeste,Email
486,487,68.0,69704.92632208155,42.65333407868342,0,109.92580390844967,10.0,72.49,4.0,Centro,Direct
487,488,42.0,69192.16156150513,27.276124979313458,6,130.07773625053164,13.0,74.75,5.0,Oeste,Social Media
488,489,39.0,99983.00621617945,31.851006316767766,6,127.66784765926968,,65.01,5.0,Leste,Referral
489,490,39.0,70335.99939280686,65.9813463059896,4,180.61349050526962,,,5.0,Oeste,Search
490,491,66.0,35515.63799799926,25.939906056121064,5,72.02821104368873,11.0,74.09,4.0,Sul,Referral
491,492,69.0,52048.83966061772,30.022088637942176,9,96.11396271041991,10.0,59.08,5.0,Oeste,Social Media
492,493,59.0,64114.547749794256,5.105033200516286,5,167.15792770987082,12.0,83.96,4.0,Centro,Direct
493,494,23.0,71851.76019352673,19.269129174500687,4,181.14720152066542,9.0,74.93,4.0,Oeste,Direct
494,495,,,37.805409026142854,3,182.07708224680061,11.0,56.45,3.0,Oeste,Social Media
495,496,71.0,,9.480088407899567,6,110.64818605333505,6.0,68.76,5.0,Centro,Referral
496,497,60.0,23517.316781856873,6.77895762695378,2,101.086717536688,5.0,55.23,5.0,Oeste,Search
497,498,54.0,,11.298756509258979,6,124.66825831060403,,89.92,3.0,Centro,Email
498,499,50.0,,8.29239924403037,6,161.99363761423626,,83.11,,Sul,Direct
499,500,25.0,,7.258808309776499,6,224.27386846362748,10.0,46.25,5.0,Centro,Social Media
500,501,70.0,74928.73129569682,16.593776043493087,5,47.62814071146249,8.0,76.08,4.0,Sul,Referral
501,502,61.0,,71.52638870306664,3,138.96356215208166,14.0,,5.0,Sul,Search
502,503,61.0,51945.44059268452,21.221012986758964,4,83.36607794873981,10.0,75.56,3.0,Centro,Referral
503,504,,60649.184967177694,6.244706713327756,4,67.38786613232551,7.0,80.54,,Oeste,Search
504,505,56.0,75333.1764422817,2.402860526653392,5,198.34783226724085,15.0,84.78,4.0,Leste,Email
505,506,21.0,70098.74873234403,35.7372403456154,4,177.23122872496694,6.0,58.41,,Centro,Email
506,507,23.0,105497.51868586334,14.476804698294808,4,172.4716757973631,,70.87,3.0,Oeste,Social Media
507,508,62.0,32066.412807063512,51.75067323364817,5,196.05129198654967,8.0,83.84,,Sul,Social Media
508,509,49.0,34393.08373297731,32.32115339570292,5,126.0140551616932,7.0,97.24,3.0,Norte,Search
509,510,,62966.4457919716,47.724587016249686,5,128.36812418332357,9.0,82.58,,Leste,Search
510,511,47.0,89052.13246650048,9.521403355631158,7,259.2865308361287,8.0,95.68,5.0,Oeste,Search
511,512,64.0,97593.53788562634,35.36464524607246,3,137.6714472870213,7.0,86.87,3.0,Leste,Search
512,513,52.0,52931.47197974249,9.198281464010424,2,186.75660565270456,10.0,78.06,4.0,Norte,Email
513,514,72.0,20000.0,83.94013978053162,4,150.31907704816575,12.0,,5.0,Norte,Social Media
514,515,57.0,53749.65533154582,30.348905589712732,4,57.58707349607924,8.0,80.27,4.0,Norte,Social Media
515,516,69.0,,11.769587716075783,6,47.76854980993659,12.0,88.13,4.0,Centro,Direct
516,517,33.0,69505.07522143674,9.421268595490446,3,121.05078900300475,7.0,56.12,5.0,Leste,Social Media
517,518,30.0,90499.07692970095,6.35596854878087,5,202.80506258349945,,86.46,5.0,Centro,Social Media
518,519,67.0,116372.86045290557,35.588010322724415,5,189.41458283180017,7.0,65.21,5.0,Norte,Referral
519,520,59.0,64987.68824706608,7.4044819061256115,5,195.7038582112017,12.0,40.67,4.0,Oeste,Referral
520,521,47.0,56596.10825748179,27.13851891387439,5,100.64769105318423,9.0,67.14,5.0,Norte,Direct
521,522,36.0,45065.35360124774,9.22165023027297,3,230.7936245061157,7.0,62.56,4.0,Centro,Search
522,523,34.0,34291.8484468734,32.53852525235047,10,101.75533499068078,13.0,92.09,3.0,Norte,Direct
523,524,73.0,29652.146733369267,50.61221145868903,5,160.64121993349843,8.0,91.03,5.0,Norte,Direct
524,525,36.0,50480.82981029994,45.15574834301653,4,149.48238550461318,11.0,69.42,4.0,Centro,Email
525,526,45.0,109392.97622199937,42.9200962237956,4,141.3063089842707,13.0,75.67,5.0,Centro,Social Media
526,527,72.0,,6.2373939699580045,7,216.92960691478032,7.0,95.11,,Oeste,Email
527,528,,55350.280299463186,2.776124070152394,3,114.74447399170197,7.0,77.21,4.0,Centro,Social Media
528,529,54.0,165756.6958183038,36.014250709715434,6,82.5197372144036,6.0,73.85,5.0,Oeste,Direct
529,530,,52149.894404075756,13.782462741593369,2,150.99977431032096,13.0,66.67,3.0,Sul,Social Media
530,531,70.0,121221.17156657456,16.987307989238566,4,130.00866328567366,9.0,82.21,5.0,Sul,Search
531,532,40.0,133769.50486696474,0.9493362438391142,4,318.8691459541323,11.0,70.11,5.0,Centro,Search
532,533,26.0,85987.7003664451,9.015986720347424,4,183.82537382199877,11.0,92.34,5.0,Norte,Direct
533,534,29.0,50255.951838733374,1.0276954568273935,8,129.5329712390688,,86.69,4.0,Leste,Referral
534,535,70.0,58816.989324272625,63.40503671810368,5,97.19442154064566,3.0,,4.0,Norte,Search
