renda_mensal,idade,score_credito,tempo_emprego_anos,divida_renda_ratio,num_emprestimos_ativos,historico_atraso,valor_emprestimo,renda_anual,cor_favorita_cod,num_pets,altura_cm,dia_nascimento,codigo_postal,feature_constante,feature_quase_cte,aprovado
8064,32,337,9.1,0.657,1,0,10852,96954,0,0,178.0,1,39394,5,0,0
8007,49,329,18.3,0.03,1,0,12627,96354,5,0,167.9,30,59957,5,0,0
10756,45,393,18.6,0.294,3,1,628,129480,1,1,169.0,16,93912,5,0,0
4977,39,515,0.3,0.434,2,0,6572,59412,5,1,171.4,7,75353,5,0,1
7399,58,343,8.6,0.118,1,0,4740,88974,0,0,180.5,30,33880,5,0,1
4079,34,215,5.2,0.597,1,0,43910,49302,1,2,149.5,2,95520,5,0,0
5969,43,501,5.2,0.007,1,0,6166,71737,8,0,171.1,12,89077,5,0,1
4545,61,622,0.7,0.135,1,0,7912,54239,5,0,181.7,11,38975,5,0,1
5209,24,444,5.3,0.465,0,1,7810,62591,7,2,161.7,8,71616,5,0,0
7024,59,306,20.2,0.572,3,1,2849,83195,6,0,162.5,1,14010,5,0,1
3008,43,287,12.1,0.733,4,1,5176,36190,8,2,182.2,26,83811,5,0,0
17247,42,328,2.9,0.564,1,1,15576,206313,8,3,166.5,3,63510,5,0,0
2687,27,540,0.2,0.537,3,1,1472,32159,3,1,166.8,8,46088,5,0,0
2371,62,203,2.2,0.315,0,0,10395,28148,6,3,172.8,26,94425,5,0,0
9846,36,526,8.8,0.001,3,0,3939,118082,4,1,140.2,8,50596,5,0,1
7902,28,609,6.0,0.096,1,1,22923,93953,6,0,151.8,11,50653,5,0,1
7147,30,505,3.1,0.428,2,0,11113,86022,3,0,175.8,29,42155,5,0,1
7165,25,806,0.3,0.54,3,0,2402,86341,9,0,167.6,21,16349,5,0,1
4878,57,424,2.8,0.334,2,0,5808,57953,0,1,168.4,5,33347,5,0,1
2868,21,547,3.2,0.585,1,0,11647,33640,3,3,163.4,8,78598,5,0,1
5143,64,520,13.2,0.417,1,0,6353,61166,9,1,167.3,26,79388,5,0,1
3273,48,758,5.1,0.059,2,0,9100,39553,2,1,181.9,21,72241,5,0,1
8822,45,380,1.9,0.154,1,0,7979,105736,8,3,171.3,9,64142,5,0,0
4499,28,817,3.7,0.672,2,1,16211,53791,4,1,180.6,17,23160,5,0,1
2995,60,585,0.3,0.58,2,0,11517,35770,3,1,168.5,5,91858,5,0,0
4052,18,817,18.0,0.716,3,1,7796,48194,7,0,170.2,19,75923,5,0,1
6296,66,307,2.2,0.094,5,0,8220,75624,4,3,173.3,19,56891,5,0,1
3504,64,730,3.2,0.792,2,0,3407,42711,2,3,175.3,2,82446,5,0,1
3000,69,609,2.2,0.168,2,0,26210,35458,1,3,161.5,19,25758,5,0,1
5688,55,495,5.7,0.009,1,0,86662,68474,7,0,169.7,23,12003,5,0,1
5692,41,370,5.4,0.798,4,0,6221,68182,1,3,163.2,15,35607,5,1,0
3625,64,530,6.3,0.225,2,1,8418,43374,7,0,185.1,8,48513,5,0,1
3704,48,692,1.6,0.534,2,1,18252,45042,4,0,152.8,31,79083,5,0,1
5648,58,394,1.9,0.141,0,1,18170,68177,7,1,175.9,28,71781,5,0,0
2061,63,211,0.7,0.464,1,0,9345,24642,4,0,162.3,24,35672,5,0,0
2112,67,394,5.3,0.723,1,0,3711,25714,0,1,158.7,27,51819,5,0,0
3193,43,689,0.2,0.256,1,0,34701,37362,1,0,167.0,8,89992,5,0,1
4323,66,381,4.6,0.536,2,0,13974,50683,5,0,182.9,1,75837,5,0,0
5922,67,855,10.2,0.15,3,0,9666,70618,2,1,163.6,14,41603,5,0,1
11910,22,515,11.1,0.5,3,0,4544,142323,7,0,152.0,11,96081,5,0,1
8222,37,893,3.0,0.269,4,0,8487,98449,4,0,160.6,7,68265,5,0,1
4465,69,229,3.1,0.169,3,0,1897,54056,2,1,171.2,18,50478,5,0,1
4859,58,795,0.4,0.251,1,0,14657,58109,9,0,153.8,27,91714,5,0,1
2693,28,877,5.6,0.143,3,0,17814,32692,6,0,177.2,15,93752,5,0,1
4860,50,295,8.6,0.722,1,0,9738,58684,7,2,154.2,10,83778,5,0,0
4133,67,580,1.4,0.318,2,1,3758,48626,3,0,165.2,4,17496,5,0,1
5964,55,643,2.7,0.196,0,0,11632,71833,8,1,178.2,21,96402,5,0,1
2991,44,497,9.1,0.359,1,0,15212,36391,5,1,165.0,28,38357,5,0,0
6711,51,560,10.5,0.256,1,0,4471,81066,0,1,156.6,1,56252,5,0,1
12328,32,573,1.4,0.596,4,0,17106,147803,4,2,169.1,14,41212,5,0,1
4604,49,753,4.0,0.777,1,1,12327,55210,4,1,165.1,20,15887,5,0,1
6254,38,502,1.1,0.35,2,1,6507,75042,6,0,182.1,20,93398,5,0,1
7435,63,620,0.5,0.689,2,0,5186,89106,6,0,178.2,25,44856,5,0,1
3863,22,445,12.1,0.453,1,0,7022,45766,5,0,175.1,9,16040,5,0,0
5622,23,436,8.6,0.126,3,1,3727,66987,7,0,170.2,13,23440,5,0,1
4952,55,733,7.1,0.552,4,0,9978,59660,1,0,167.8,29,38371,5,0,1
5211,39,384,0.2,0.411,0,1,12667,62390,6,2,167.8,27,29724,5,0,0
3090,35,667,9.3,0.52,2,0,20637,37064,9,0,152.9,26,77879,5,0,1
4987,31,562,2.9,0.712,2,0,10280,60324,6,1,170.0,17,17188,5,0,1
6626,27,482,2.1,0.352,5,1,11081,79484,3,0,162.1,24,69580,5,0,1
11739,63,752,4.0,0.721,2,0,6539,140231,9,2,169.1,20,55216,5,0,1
8739,30,535,0.5,0.601,2,0,4026,105906,1,2,170.5,4,82392,5,0,1
17888,48,361,7.1,0.391,4,0,5744,214441,3,0,165.1,5,32044,5,0,1
3101,47,359,4.4,0.483,1,0,25398,36968,3,1,179.3,18,20620,5,0,0
8294,20,673,1.0,0.26,4,1,13457,99605,5,1,159.3,31,30723,5,0,1
5486,47,800,1.0,0.787,3,0,11225,65696,6,1,165.1,17,51142,5,0,1
18285,23,521,1.0,0.534,6,0,1896,219324,2,2,166.7,21,51503,5,0,1
3026,46,211,0.3,0.035,0,1,10407,35962,9,3,181.6,7,99011,5,0,0
2969,25,623,4.4,0.261,3,0,2796,36048,0,1,170.3,10,40243,5,0,1
3430,61,272,9.2,0.499,1,0,2961,41653,2,1,169.8,9,42860,5,0,0
1374,62,787,0.1,0.045,1,1,3238,17332,8,0,178.7,28,77951,5,0,1
3585,60,400,0.3,0.019,2,1,4366,43938,0,0,164.8,28,14254,5,0,0
3116,61,721,4.3,0.36,2,0,15783,36339,7,1,178.8,13,86173,5,0,1
5378,50,704,8.6,0.266,1,0,9713,64776,1,0,174.0,18,34510,5,0,1
6033,34,887,2.0,0.351,2,1,3810,71739,5,0,182.4,12,82052,5,0,1
15149,65,238,2.2,0.21,3,1,5091,182367,2,1,166.2,8,79937,5,0,1
8692,28,259,4.5,0.132,2,1,12072,104401,6,2,167.1,23,42122,5,0,1
3476,30,777,1.6,0.551,2,0,14160,41282,1,0,171.4,18,69317,5,0,1
2866,67,520,0.1,0.412,4,0,9017,33759,3,2,169.4,5,95209,5,0,0
6602,28,634,6.6,0.16,1,0,3235,78832,9,1,177.7,7,39653,5,0,1
2225,48,835,4.9,0.256,0,1,5825,26233,8,2,167.8,15,53336,5,0,1
14748,45,875,4.3,0.473,3,1,54436,177576,5,0,159.4,3,73328,5,0,1
9973,61,607,6.8,0.058,2,0,3075,119647,3,1,183.5,18,30822,5,0,1
3708,23,585,5.6,0.118,5,0,10937,43934,1,1,189.2,6,82403,5,0,1
1758,58,870,1.2,0.059,3,0,44208,21244,9,1,154.3,26,56944,5,0,1
11073,33,768,2.2,0.65,7,1,6510,133015,8,0,174.8,29,46002,5,0,1
4588,21,277,0.7,0.602,1,0,35138,54928,3,2,177.5,6,97917,5,0,0
10328,52,393,0.7,0.603,4,0,4674,124499,8,0,172.4,27,27517,5,0,0
1888,65,484,5.6,0.573,1,0,1669,22891,1,0,185.7,20,87366,5,0,0
3430,43,726,9.8,0.536,2,0,5097,41355,6,2,156.6,1,20589,5,0,1
4930,29,723,16.4,0.382,4,0,4419,58188,4,2,164.4,21,70117,5,0,1
5055,28,812,4.9,0.514,2,1,2129,60443,7,1,171.1,17,69264,5,0,1
3751,54,355,1.0,0.031,0,1,5802,45295,7,0,179.2,11,44830,5,0,0
7141,42,539,0.6,0.497,2,0,17904,85833,3,2,182.1,30,69544,5,0,1
2590,35,324,8.4,0.622,2,0,5037,31079,3,0,157.9,27,14627,5,0,0
4512,36,479,4.3,0.4,0,1,5998,54446,7,0,152.2,24,76004,5,0,0
5282,40,821,4.8,0.286,1,0,24255,63568,2,1,177.8,2,76880,5,0,1
6691,55,857,7.6,0.222,3,0,4453,80653,6,2,171.2,25,35454,5,0,1
7532,35,873,6.1,0.514,0,1,13294,90540,7,1,171.6,9,71806,5,0,1
2502,43,327,9.0,0.554,1,1,2067,30364,7,2,178.0,19,81634,5,0,0
1957,23,513,0.3,0.697,1,1,3740,23798,9,2,161.9,6,42229,5,0,0
10578,21,531,6.9,0.274,2,0,6831,126894,3,1,167.6,25,31341,5,0,1
5999,61,349,9.5,0.616,0,0,21317,71972,8,2,175.2,7,25375,5,0,0
3136,68,653,1.7,0.449,0,0,3904,37670,9,1,160.5,4,62497,5,0,1
12465,46,235,5.1,0.706,0,0,3867,148957,3,0,164.6,3,59740,5,0,1
5267,51,884,1.9,0.422,3,1,10075,62431,7,1,171.0,2,75627,5,0,0
9972,34,619,15.8,0.414,3,0,11456,119915,5,2,175.2,10,72515,5,0,1
5117,60,221,0.2,0.462,0,1,3538,61682,4,2,155.5,10,11884,5,0,0
16923,60,405,4.3,0.599,2,0,5337,203063,3,3,176.7,17,88968,5,0,0
14089,33,838,0.9,0.772,3,0,19328,169245,4,3,174.4,27,95041,5,0,1
4232,19,555,6.2,0.059,5,1,3152,51112,0,1,161.6,16,89738,5,0,1
8803,51,639,1.0,0.043,3,0,10648,105853,6,0,192.5,26,85767,5,0,1
7238,25,295,1.3,0.75,1,0,5356,87136,7,3,160.5,27,50720,5,0,0
11172,30,363,3.4,0.424,3,0,24886,133415,8,1,177.3,1,19595,5,0,0
2754,59,347,12.3,0.492,2,0,12891,33870,2,3,172.8,12,95623,5,0,0
7417,25,729,1.2,0.386,0,0,16390,89165,8,2,165.9,20,80018,5,0,1
9274,47,493,0.8,0.075,2,0,5270,111755,9,0,170.9,20,44749,5,0,1
1710,49,394,7.1,0.614,4,0,15671,20812,4,0,175.3,25,23918,5,0,0
2416,53,862,3.5,0.598,3,1,15348,28476,9,3,198.5,10,39984,5,0,0
1445,64,679,12.1,0.249,2,0,12278,16996,5,2,155.5,1,25813,5,0,1
4181,47,322,0.8,0.245,3,0,6463,49909,0,1,142.9,16,14466,5,0,0
7559,18,599,5.2,0.67,3,0,9228,91282,8,0,159.9,11,44999,5,0,1
12105,60,898,1.3,0.058,1,0,1840,144778,8,1,169.7,4,68115,5,0,1
5138,56,651,0.9,0.705,1,0,33097,61029,5,1,176.7,3,97701,5,0,1
13058,34,860,5.8,0.205,5,0,4998,156910,7,1,171.0,25,51164,5,0,1
2147,37,303,4.5,0.474,2,0,6198,26640,3,1,168.5,13,88777,5,0,0
1768,41,661,7.0,0.749,4,1,2823,20795,4,1,185.4,21,88648,5,0,0
4753,67,595,1.9,0.542,4,1,13881,57752,4,2,162.1,15,84919,5,0,0
6188,39,536,3.0,0.332,2,1,12374,74629,6,1,186.6,25,29699,5,0,1
4819,46,798,2.6,0.552,2,0,6397,57617,6,1,176.2,10,21481,5,0,1
1421,39,341,20.7,0.275,3,0,1251,16390,6,0,185.0,6,80711,5,0,0
4658,61,516,1.7,0.222,4,1,4585,55727,4,0,160.6,11,93518,5,0,1
2246,26,757,1.7,0.797,1,0,11707,26556,3,0,166.5,25,41334,5,0,0
7345,54,726,2.2,0.601,2,1,9908,88740,7,2,155.4,1,69252,5,0,1
6123,27,755,4.2,0.516,1,0,7809,73459,0,0,173.0,29,93462,5,0,1
2796,53,600,1.5,0.284,6,0,5772,33792,0,1,173.2,20,18333,5,0,1
3610,54,880,12.3,0.039,2,1,2291,43563,5,1,190.1,4,89996,5,0,1
2603,45,509,1.5,0.025,2,1,17519,30916,1,0,170.8,30,75625,5,0,1
4733,45,694,11.3,0.443,1,1,2560,56832,2,2,154.8,26,30790,5,0,1
8717,59,755,0.5,0.61,4,1,6881,105104,3,0,179.4,10,15490,5,0,0
2720,60,809,5.3,0.43,2,0,3540,32602,1,1,160.9,22,58055,5,1,1
6650,38,308,11.9,0.673,3,0,17942,79667,9,1,157.3,26,87240,5,0,1
3575,41,571,0.9,0.027,1,1,12908,43245,6,1,177.0,15,27593,5,0,1
3054,59,815,17.3,0.293,4,0,6088,35997,9,0,162.3,31,47746,5,0,1
4609,57,405,3.0,0.19,4,0,14086,54206,0,1,164.0,29,45992,5,0,1
2640,19,242,14.6,0.358,0,0,2456,31824,2,1,184.0,1,47624,5,0,1
3525,25,444,5.6,0.058,8,0,7603,42812,1,1,175.1,26,99713,5,0,1
2395,65,486,1.8,0.763,3,0,3484,29640,8,0,176.0,21,32623,5,0,0
15975,44,554,1.0,0.179,2,0,18398,191798,7,2,156.2,15,10148,5,0,1
5019,39,675,1.8,0.738,3,1,10931,60640,2,1,177.1,3,25263,5,0,1
3229,54,282,0.5,0.341,0,1,13628,39407,4,1,167.2,1,34449,5,0,1
5588,44,309,0.8,0.788,2,0,5205,67071,2,1,165.6,6,99619,5,0,0
4594,46,389,0.6,0.443,2,0,14703,54807,5,1,174.1,19,60577,5,0,0
4304,20,450,2.7,0.745,1,0,3315,51275,4,2,170.1,4,52314,5,0,0
7104,61,490,7.9,0.004,3,0,3718,85100,1,0,155.4,12,23538,5,0,1
7742,30,844,0.8,0.599,2,0,7043,93628,9,1,179.5,25,61787,5,0,1
3574,62,400,0.7,0.722,2,0,3836,43354,7,1,180.5,2,77899,5,0,0
3479,27,525,5.2,0.112,2,0,14295,41638,5,0,164.1,17,75246,5,0,1
4167,53,710,1.1,0.077,3,0,5548,50626,2,1,176.1,26,37508,5,0,1
1235,26,608,0.5,0.34,3,0,3413,15046,0,0,179.1,6,78643,5,1,1
1980,44,806,0.9,0.747,3,0,3077,23651,4,0,151.3,12,15628,5,0,0
11160,51,707,12.9,0.434,1,0,14156,134008,1,0,164.8,31,76987,5,0,1
13186,68,800,8.6,0.422,2,0,1058,158433,1,0,148.2,15,51409,5,0,1
4232,18,271,2.2,0.113,3,0,3608,50852,8,3,176.3,17,25180,5,0,1
6946,49,446,5.3,0.001,0,1,24892,84222,9,0,174.5,1,22377,5,0,1
5923,42,840,3.9,0.648,3,0,6151,71001,6,1,163.4,14,53548,5,0,1
31173,46,807,5.7,0.07,1,1,14373,373384,5,3,168.5,23,65003,5,0,1
9621,24,786,5.7,0.507,1,0,11407,115608,0,0,166.3,2,62100,5,0,1
4551,66,765,5.0,0.732,0,1,6955,54466,9,2,149.6,4,30319,5,0,1
2770,20,543,1.5,0.167,2,0,2149,32568,1,1,183.0,20,40685,5,0,1
1874,37,253,0.2,0.532,3,1,2805,22820,6,2,172.6,2,33214,5,0,0
5552,37,727,3.0,0.063,2,0,2767,64820,2,0,168.6,22,62861,5,0,1
3121,47,810,11.1,0.483,4,1,11916,37596,1,0,168.6,26,93209,5,0,1
2093,52,731,4.2,0.131,1,0,13844,23931,5,0,177.1,14,59655,5,0,1
3334,52,757,8.9,0.589,2,0,4011,40010,7,0,154.1,18,67103,5,0,1
2568,66,392,23.9,0.241,1,1,7608,31092,7,0,161.2,28,94067,5,0,0
13524,56,257,0.9,0.371,2,0,8155,162654,1,0,172.1,8,19657,5,0,1
8341,44,636,5.9,0.48,4,1,8626,100496,5,2,181.2,20,14520,5,0,0
4891,43,310,5.6,0.137,0,0,4404,58164,4,0,145.9,1,46484,5,0,1
11943,31,328,19.5,0.593,3,0,30044,143410,6,0,180.0,16,39577,5,0,0
5148,34,525,21.2,0.242,1,1,13936,61425,3,3,162.9,7,57599,5,0,1
2931,35,207,5.8,0.53,2,0,8590,34792,1,2,167.1,31,40558,5,0,0
12257,62,228,1.4,0.127,1,0,5350,147028,9,1,170.3,6,11210,5,0,1
6790,69,311,8.0,0.55,2,1,4159,81269,2,2,159.0,28,73807,5,0,0
2637,46,872,0.6,0.103,3,1,11140,31125,8,0,157.6,30,83594,5,0,0
4384,37,330,7.6,0.34,3,1,5546,52768,9,1,172.1,22,62972,5,0,1
2906,44,387,12.1,0.198,1,0,9018,35146,7,2,188.9,27,53304,5,0,1
2143,35,874,2.4,0.599,1,0,1773,25285,8,3,160.5,19,86999,5,0,0
8567,21,674,5.0,0.21,3,0,5303,102711,4,1,160.5,10,12843,5,0,1
15454,18,563,2.8,0.705,5,0,7425,185364,4,0,157.8,23,89871,5,0,1
2123,67,403,2.9,0.713,1,1,17575,25400,6,0,167.7,6,29834,5,0,0
6889,18,411,1.9,0.157,3,0,3874,82639,6,0,160.2,26,62670,5,0,0
3326,43,820,7.2,0.491,1,0,2468,40056,0,0,160.4,10,82180,5,0,1
3669,62,475,13.8,0.07,1,0,11565,44611,4,2,172.1,25,95780,5,0,1
3444,37,272,14.1,0.313,2,1,7698,41393,7,2,155.6,19,93064,5,1,0
2926,69,878,1.0,0.571,0,1,2043,34856,6,2,186.2,3,62278,5,0,0
5059,40,442,10.4,0.528,2,0,2126,60701,1,1,158.2,20,50428,5,0,1
2985,27,301,6.7,0.5,2,0,4829,35288,7,1,181.3,3,75553,5,0,0
5780,28,884,1.5,0.226,1,1,7577,68911,1,1,189.7,20,81535,5,0,1
4768,58,370,0.3,0.302,4,0,24622,57432,9,1,182.0,6,93576,5,0,0
4258,58,852,1.6,0.082,5,0,3412,49531,0,2,180.7,17,87933,5,0,1
2851,22,387,12.2,0.575,2,0,12469,34103,2,1,178.0,18,55386,5,0,0
3477,18,640,5.0,0.403,1,0,1688,42188,2,0,172.1,10,44055,5,0,1
7732,34,285,6.4,0.567,2,0,10815,92985,5,0,181.8,6,26651,5,0,0
6637,39,675,1.5,0.199,3,1,27045,80074,2,0,167.4,28,43202,5,0,1
2733,51,251,6.4,0.26,0,0,9075,32963,6,1,178.7,13,61187,5,0,0
5216,62,310,0.1,0.267,1,0,4747,63588,7,0,181.1,6,45265,5,0,0
7714,58,242,2.4,0.021,5,1,21720,91952,2,1,175.1,12,49208,5,0,0
1805,46,410,4.9,0.273,3,1,10711,21717,8,0,167.3,14,48805,5,0,0
6809,21,399,0.8,0.643,0,0,9162,82071,0,2,174.9,17,50574,5,0,0
3302,22,826,8.7,0.718,4,0,3589,39413,2,0,166.3,22,62360,5,0,1
6921,28,225,1.3,0.415,2,0,10840,83641,2,1,164.6,30,54938,5,0,0
3108,68,498,5.3,0.364,2,0,4685,37598,6,4,177.9,27,99084,5,0,1
1664,38,276,2.6,0.025,1,0,10395,19222,4,2,171.5,28,58524,5,0,1
1850,52,336,4.5,0.703,4,0,8423,22381,3,0,177.8,25,57515,5,0,0
5058,29,219,0.6,0.01,1,0,19289,61000,1,1,171.5,8,98383,5,0,0
5743,43,639,0.1,0.756,1,0,5111,69732,6,3,175.1,31,81231,5,0,1
2856,68,410,12.0,0.391,3,0,7190,34182,2,1,184.0,26,89173,5,0,1
7209,36,750,1.6,0.274,2,0,15346,86787,6,0,168.4,5,89414,5,0,1
1813,62,634,8.6,0.739,2,0,6708,21884,9,3,166.0,29,14886,5,0,1
4723,24,406,36.7,0.02,1,0,7964,56394,6,2,174.3,4,13771,5,0,1
2376,64,638,1.2,0.465,2,0,5852,28337,1,1,144.2,6,69070,5,0,1
3323,24,865,1.5,0.439,2,0,7108,38779,6,0,177.1,11,48672,5,0,1
5056,43,241,5.4,0.175,1,0,13860,60435,5,1,161.4,30,56686,5,0,1
2932,57,610,16.8,0.343,2,0,35197,35969,9,0,186.8,28,57193,5,0,1
3902,22,722,12.4,0.522,1,0,2115,46737,3,2,177.9,5,90630,5,0,1
8989,38,809,3.5,0.582,3,1,2945,108290,4,1,179.2,29,95432,5,0,1
3476,31,626,7.9,0.001,0,1,7235,41825,7,2,179.4,22,54765,5,0,1
8114,21,474,0.7,0.749,1,0,8431,97580,4,0,165.4,14,56346,5,0,0
2495,40,647,19.0,0.132,2,1,6808,30937,2,0,167.4,30,34487,5,0,1
6753,59,568,16.7,0.187,3,0,5205,80831,1,0,153.1,10,87111,5,0,1
11671,37,419,0.9,0.211,3,0,3023,139844,5,1,184.9,11,93764,5,0,1
1115,32,776,1.8,0.03,0,1,4971,13923,5,0,157.1,3,13924,5,0,1
3046,67,431,0.5,0.098,1,0,15580,36511,6,1,169.9,31,58469,5,0,0
6948,69,527,1.6,0.789,2,0,8729,83239,7,1,182.3,23,55938,5,0,1
4351,62,642,8.5,0.252,0,0,13911,52688,3,2,185.3,8,31265,5,0,1
6140,46,251,2.4,0.092,2,0,3094,73809,7,0,167.5,21,26918,5,0,1
3420,25,575,0.5,0.086,3,0,25727,40964,0,0,152.9,5,50345,5,0,1
5176,58,462,2.1,0.576,2,0,5169,61941,5,0,172.3,28,81266,5,0,0
4476,65,466,19.9,0.684,4,0,11850,53290,5,0,173.3,20,18476,5,0,0
9903,36,558,5.0,0.206,2,0,7331,118061,2,0,174.2,31,50755,5,0,1
5725,65,516,2.7,0.017,2,0,5260,69255,8,1,166.9,26,20861,5,0,1
6018,56,523,0.9,0.178,0,1,11455,72003,4,1,168.6,21,71130,5,0,1
3838,63,865,21.4,0.045,0,1,13100,45204,0,2,163.1,28,79677,5,0,1
3668,45,851,8.6,0.083,2,0,69592,44907,6,3,171.6,10,50704,5,0,1
3791,63,762,1.7,0.345,1,0,13513,45535,9,1,178.0,27,72910,5,0,1
6227,44,828,0.4,0.184,1,1,13351,74735,2,2,172.6,8,39839,5,0,0
3817,21,620,0.3,0.413,3,0,20249,45010,9,2,169.6,21,67405,5,0,1
5848,32,245,0.6,0.203,2,0,12400,70466,9,1,181.2,9,97781,5,0,1
17072,52,799,4.3,0.752,4,0,7855,204598,3,0,172.6,29,64353,5,0,1
8288,54,468,13.2,0.725,3,1,10515,99191,5,2,170.3,28,28767,5,0,0
4041,18,800,3.4,0.453,2,0,16056,48698,7,3,170.8,29,67554,5,0,1
10104,20,580,9.3,0.284,1,0,24651,121308,3,1,157.9,15,94367,5,0,1
3847,64,317,3.0,0.305,1,0,2419,45677,8,2,159.1,1,95189,5,0,1
1446,41,765,6.2,0.329,2,0,1786,16639,7,0,168.8,23,18568,5,0,1
2684,44,315,6.6,0.582,5,0,23829,32290,9,0,162.6,5,52145,5,0,0
1599,57,829,1.0,0.361,4,0,4281,19227,9,3,169.5,15,37855,5,0,1
3980,53,459,2.2,0.685,1,0,2150,49063,5,0,178.6,4,62650,5,0,0
4969,51,274,5.1,0.755,0,0,1995,58504,6,2,177.1,19,24379,5,0,0
13438,46,679,0.4,0.269,0,0,34251,161329,7,1,173.9,28,78383,5,0,1
5979,41,504,2.2,0.449,5,1,16351,70936,1,0,178.4,10,99578,5,0,1
4309,41,206,3.8,0.076,4,1,4289,51500,4,5,180.3,23,33830,5,0,0
8084,59,565,27.9,0.16,2,0,4433,96794,6,1,179.9,28,34467,5,0,1
1304,21,833,3.2,0.331,2,0,8466,15919,7,1,179.7,2,68130,5,0,1
5661,20,722,8.5,0.165,4,0,16115,68216,4,1,158.0,5,43500,5,0,1
7804,51,547,2.8,0.701,3,0,6404,94330,2,0,151.1,18,64215,5,0,1
2024,66,637,8.0,0.127,6,1,4320,24411,5,0,162.2,23,71212,5,0,1
9761,40,414,4.5,0.365,0,0,20091,117624,4,2,165.4,6,33620,5,0,1
6021,69,628,10.9,0.485,3,0,7937,72939,7,0,179.3,29,55577,5,0,1
3830,40,697,2.6,0.553,1,1,6951,46089,8,1,169.0,10,69999,5,0,1
7184,62,739,4.6,0.306,1,1,13012,86795,8,1,165.2,15,34195,5,0,1
19195,22,566,5.0,0.695,1,0,1466,230446,5,1,171.6,23,54254,5,0,1
5481,48,512,2.7,0.455,5,0,11840,65768,3,0,175.4,28,74383,5,0,1
5704,58,737,0.8,0.352,6,0,11256,68125,3,1,177.8,9,38222,5,0,1
3730,23,253,0.5,0.054,1,1,2688,44951,8,1,165.9,13,14619,5,0,0
2951,54,740,0.1,0.372,2,1,1714,35583,3,0,160.4,18,86039,5,0,0
8088,27,666,10.3,0.657,0,0,5159,97234,7,1,162.2,25,42287,5,0,1
2940,57,363,1.3,0.492,0,0,9380,35850,8,0,171.2,7,68928,5,0,0
5130,24,533,1.2,0.666,4,0,10177,62013,4,0,159.5,2,62158,5,0,0
3690,56,746,6.7,0.395,2,0,31673,43542,5,0,179.5,16,30428,5,0,1
6551,55,547,1.9,0.095,1,0,9383,77884,2,2,159.6,26,76746,5,0,1
6004,38,472,3.5,0.011,2,0,2646,72109,4,1,154.4,2,21606,5,0,1
9159,37,613,0.9,0.243,0,0,6629,109419,4,2,171.6,4,61138,5,0,1
3619,20,699,16.1,0.558,0,1,2867,43380,1,2,167.2,2,99393,5,0,1
4180,68,292,9.5,0.632,2,0,7021,49704,9,0,174.7,17,28132,5,0,0
2731,39,884,10.0,0.237,2,0,25012,32820,5,0,165.0,6,91094,5,0,1
3764,64,278,2.6,0.397,0,0,11700,44658,8,1,174.0,10,59909,5,0,1
6163,21,821,7.2,0.337,2,1,4552,74156,6,1,180.1,14,76454,5,0,1
7740,45,416,0.8,0.328,1,0,13015,92345,7,0,163.8,27,35695,5,0,0
2826,29,557,0.0,0.185,3,1,4349,33979,1,0,175.1,15,18897,5,0,0
8281,55,817,0.1,0.109,4,0,888,98528,8,0,188.0,21,97974,5,0,1
11085,68,706,4.4,0.157,4,1,3020,132454,2,0,177.7,12,31313,5,0,1
6298,53,758,3.0,0.044,2,1,11693,75928,9,1,162.1,19,78397,5,0,1
15154,64,380,3.6,0.159,4,0,15030,182489,4,1,173.3,11,63646,5,0,0
3089,58,775,0.0,0.007,4,1,32020,37523,6,2,157.0,1,44575,5,0,1
2329,22,445,2.7,0.502,2,0,10646,28326,3,1,158.4,25,78185,5,0,0
1690,30,443,6.3,0.253,2,0,23806,21020,6,1,184.9,8,14423,5,0,0
12059,40,705,2.9,0.779,0,0,13414,145190,7,1,174.1,22,52580,5,0,1
7278,67,621,6.6,0.155,4,0,17152,86570,9,0,185.4,6,74806,5,0,1
4753,47,519,1.3,0.277,3,1,19562,57512,9,2,174.3,12,45210,5,0,1
5813,54,286,8.4,0.286,2,1,11963,70224,3,4,164.5,20,83175,5,0,1
2501,42,416,4.4,0.007,3,0,19146,29075,4,0,170.4,16,12595,5,0,0
21321,65,689,1.2,0.671,3,0,4633,255515,2,0,172.7,29,97057,5,0,1
5310,44,718,1.4,0.026,2,0,1162,64509,4,1,192.1,18,55974,5,0,1
5248,68,477,4.9,0.752,6,0,13637,62911,7,0,177.0,12,55132,5,0,1
7596,31,368,8.9,0.714,1,0,10936,90581,2,0,162.6,20,79611,5,1,1
6559,65,529,2.7,0.428,2,1,4022,79139,4,0,168.1,30,85177,5,0,1
5621,64,849,1.5,0.435,2,0,2951,67314,9,0,174.7,2,95862,5,0,0
3058,53,640,10.1,0.523,2,0,8996,36502,0,1,159.1,29,44539,5,0,1
6521,56,590,5.5,0.31,3,1,14379,78688,1,2,169.8,7,64827,5,0,1
15202,33,695,3.0,0.518,2,0,12282,182625,2,0,168.0,31,60169,5,0,1
11017,39,580,3.3,0.036,3,0,3584,132144,0,2,174.9,9,71568,5,0,1
12783,38,505,1.1,0.043,1,0,4288,153561,8,2,169.0,29,35094,5,0,1
3616,38,872,4.9,0.366,1,0,13843,43304,8,0,156.0,18,94271,5,0,1
2714,25,712,2.2,0.44,0,1,8588,33024,4,2,169.5,9,52095,5,0,1
