customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_months,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AvgMonthlyCharge,ChargesRatio,Country,ActiveService,PromoCode2019,Currency,Churn,LegacyPlanCode,InternalScore
CUST-00428,Male,0,No,No,32,32,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.98,,64.11,3.0195,Brazil,1,0,BRL,Yes,LP002,
CUST-00429,Female,1,No,No,32,32,Yes,Yes,Fiber optic,No,,No,Yes,Yes,Two year,Yes,Electronic check,87.62,2759.97,86.25,3.1735,Brazil,1,0,BRL,Yes,,
CUST-00430,Male,0,No,No,10,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.68,273.9,27.39,10.0691,Brazil,1,0,BRL,No,,
CUST-00431,Female,0,No,Yes,18,18,No,No phone service,DSL,,No,Yes,No,No,Month-to-month,No,Credit card,44.07,778.5,43.25,5.6536,Brazil,1,0,BRL,No,,
CUST-00432,Male,0,No,No,6,5,Yes,No,DSL,No,No,No,Yes,Yes,One year,No,Electronic check,41.05,220.29,36.71,18.5503,Brazil,1,0,BRL,No,,
CUST-00433,Female,0,Yes,Yes,7,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,86.77,641.88,91.7,13.4971,Brazil,1,0,BRL,Yes,,
CUST-00434,Female,0,No,No,1,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,68.85,68.59,68.59,98.9366,Brazil,1,0,BRL,Yes,,
CUST-00435,Female,0,Yes,No,68,68,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,57.94,,57.45,1.4828,Brazil,1,0,BRL,No,,
CUST-00436,Female,0,Yes,Yes,7,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,One year,Yes,Electronic check,96.7,684.6,97.8,14.1044,Brazil,1,0,BRL,Yes,LP001,
CUST-00437,Female,0,No,No,7,7,Yes,No,DSL,,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,55.5,353.7,50.53,15.647,Brazil,1,0,BRL,No,,
CUST-00438,Male,0,No,Yes,9,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card,94.11,820.1,91.12,11.4615,Brazil,1,0,BRL,No,,
CUST-00439,Male,0,No,No,4,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,0.0,0.0,1800.0,Brazil,1,0,BRL,No,,
CUST-00440,Male,1,Yes,No,30,30,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.52,1793.08,59.77,3.3733,Brazil,1,0,BRL,No,,
CUST-00441,Female,0,No,Yes,2,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,102.83,230.37,115.18,44.444,Brazil,1,0,BRL,Yes,LP001,
CUST-00442,Male,0,Yes,Yes,4,4,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Credit card,38.23,154.78,38.7,24.541,Brazil,1,0,BRL,No,,
CUST-00443,Female,0,No,No,31,29,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,Bank transfer,50.3,1650.05,53.23,3.0465,Brazil,1,0,BRL,No,LP002,65.5
CUST-00444,Female,1,No,Yes,12,12,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,Electronic check,102.38,1359.2,113.27,7.5268,Brazil,1,0,BRL,No,,
CUST-00445,Male,0,No,Yes,36,35,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,97.25,3477.79,96.61,2.7955,Brazil,1,0,BRL,No,,
CUST-00446,Male,0,No,No,24,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.12,633.21,26.38,4.4339,Brazil,1,0,BRL,No,LP001,
CUST-00447,Female,0,No,No,8,8,Yes,No,Fiber optic,,No,No,Yes,No,One year,Yes,Bank transfer,73.16,641.77,80.22,11.382,Brazil,1,0,BRL,Yes,,
CUST-00448,Male,1,No,No,31,30,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,69.65,2175.91,70.19,3.1995,Brazil,1,0,BRL,No,,
CUST-00449,Female,0,Yes,Yes,3,4,Yes,No,DSL,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,57.55,229.44,76.48,24.974,Brazil,1,0,BRL,Yes,LP001,
CUST-00450,Female,0,Yes,Yes,23,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,61.26,1428.92,62.13,4.2842,Brazil,1,0,BRL,Yes,,
CUST-00451,Female,0,No,Yes,17,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,One year,No,Bank transfer,77.63,1309.99,77.06,5.9215,Brazil,1,0,BRL,No,,
CUST-00452,Female,1,No,Yes,9,9,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,61.02,539.75,59.97,11.2843,Brazil,1,0,BRL,No,LP001,
CUST-00453,Female,0,Yes,No,27,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.63,1928.65,71.43,3.6602,Brazil,1,0,BRL,No,,
CUST-00454,Male,0,No,No,61,61,Yes,Yes,Fiber optic,No,,Yes,Yes,No,Two year,No,Mailed check,94.08,5728.32,93.91,1.6421,Brazil,1,0,BRL,No,,
CUST-00455,Male,1,Yes,Yes,72,72,Yes,No,DSL,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,36.06,2657.3,36.91,1.3565,Brazil,1,0,BRL,No,,
CUST-00456,Female,0,No,No,28,28,Yes,No,DSL,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.16,919.36,32.83,3.8202,Brazil,1,0,BRL,No,LP002,
CUST-00457,Female,0,No,No,15,14,Yes,Yes,DSL,No,,No,No,No,Two year,Yes,Electronic check,42.84,703.31,46.89,6.0825,Brazil,1,0,BRL,No,,
CUST-00458,Male,0,No,No,7,6,Yes,Yes,DSL,No,Yes,Yes,Yes,No,One year,No,Credit card,55.03,291.54,41.65,18.8111,Brazil,1,0,BRL,No,,
CUST-00459,Male,0,No,No,8,8,Yes,Yes,DSL,No,,No,No,Yes,Month-to-month,No,Electronic check,62.01,503.34,62.92,12.2953,Brazil,1,0,BRL,Yes,,
CUST-00460,Female,0,Yes,No,19,19,Yes,Yes,DSL,No,No,No,Yes,No,One year,Yes,Credit card,50.06,934.59,49.19,5.3506,Brazil,1,0,BRL,No,LP003,
CUST-00461,Male,0,Yes,Yes,13,13,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,82.33,994.47,76.5,8.2705,Brazil,1,0,BRL,Yes,,
CUST-00462,Female,0,No,Yes,72,72,Yes,No,Fiber optic,No,,No,Yes,No,One year,No,Mailed check,76.2,5383.4,74.77,1.4152,Brazil,1,0,BRL,No,,
CUST-00463,Male,0,No,No,13,13,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,99.07,1233.03,94.85,8.0282,Brazil,1,0,BRL,Yes,,
CUST-00464,Female,1,Yes,Yes,14,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,28.91,407.02,29.07,7.0854,Brazil,1,0,BRL,No,,
CUST-00465,Male,0,No,No,14,15,Yes,No,DSL,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,49.11,657.43,46.96,7.4587,Brazil,1,0,BRL,No,,
CUST-00466,Female,1,Yes,No,54,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.79,1664.61,30.83,1.9086,Brazil,1,0,BRL,No,,
CUST-00467,Male,0,No,No,31,31,Yes,Yes,Fiber optic,No,No,No,No,No,Two year,No,Credit card,80.03,2548.54,82.21,3.139,Brazil,1,0,BRL,Yes,,
CUST-00468,Male,1,No,No,28,28,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Electronic check,98.87,2706.75,96.67,3.6514,Brazil,1,0,BRL,Yes,,
CUST-00469,Female,0,Yes,No,12,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,78.7,978.36,81.53,8.0359,Brazil,1,0,BRL,Yes,,
CUST-00470,Male,0,Yes,No,51,51,Yes,No,DSL,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.18,3126.73,61.31,1.988,Brazil,1,0,BRL,Yes,LP002,
CUST-00471,Female,0,No,No,1,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,27.84,0.0,0.0,2784.0,Brazil,1,0,BRL,No,,
CUST-00472,Male,1,No,Yes,61,61,Yes,No,DSL,,,No,Yes,Yes,Two year,No,Electronic check,74.75,,74.26,1.6499,Brazil,1,0,BRL,No,,
CUST-00473,Female,0,No,No,21,21,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,39.76,865.96,41.24,4.5861,Brazil,1,0,BRL,No,,
CUST-00474,Male,0,No,Yes,15,15,Yes,Yes,DSL,No,No,No,Yes,No,Two year,No,Mailed check,49.23,669.88,44.66,7.3381,Brazil,1,0,BRL,No,LP003,
CUST-00475,Female,0,No,No,20,20,Yes,Yes,DSL,No,,No,No,No,Two year,Yes,Electronic check,91.65,1847.37,92.37,4.9584,Brazil,1,0,BRL,No,,
CUST-00476,Male,0,No,No,33,33,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Two year,No,Electronic check,53.26,1709.54,51.8,3.1136,Brazil,1,0,BRL,Yes,LP001,
CUST-00477,Female,0,No,No,1,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,58.82,19.78,19.78,283.0606,Brazil,1,0,BRL,Yes,,
CUST-00478,Male,0,No,No,61,61,No,No phone service,DSL,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,57.63,,57.96,1.6296,Brazil,1,0,BRL,No,,
CUST-00479,Female,0,Yes,No,17,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,27.39,574.3,33.78,4.761,Brazil,1,0,BRL,No,,
CUST-00480,Female,0,Yes,No,12,13,Yes,No,DSL,No,,Yes,Yes,Yes,Month-to-month,No,Bank transfer,61.73,695.21,57.93,8.8666,Brazil,1,0,BRL,No,,57.3
CUST-00481,Female,0,No,Yes,4,4,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,42.33,205.31,51.33,20.5177,Brazil,1,0,BRL,No,,
CUST-00482,Male,0,Yes,No,17,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer,85.8,1442.96,84.88,5.942,Brazil,1,0,BRL,No,LP003,
CUST-00483,Female,0,No,No,20,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.32,402.66,20.13,5.2817,Brazil,1,0,BRL,Yes,,
CUST-00484,Male,0,No,No,15,15,Yes,No,DSL,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,35.53,586.52,39.1,6.0475,Brazil,1,0,BRL,No,,
CUST-00485,Female,0,No,No,34,34,Yes,Yes,DSL,No,Yes,No,No,Yes,One year,Yes,Credit card,82.39,2759.08,81.15,2.9851,Brazil,1,0,BRL,No,,
CUST-00486,Male,0,Yes,Yes,16,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,230.29,14.39,7.7824,Brazil,1,0,BRL,No,,
CUST-00487,Female,0,Yes,No,72,72,Yes,No,DSL,,Yes,No,No,No,Month-to-month,Yes,Bank transfer,25.6,1866.21,25.92,1.371,Brazil,1,0,BRL,No,,
CUST-00488,Male,0,Yes,No,27,27,Yes,No,Fiber optic,No,,No,No,No,Month-to-month,No,Electronic check,65.25,1841.49,68.2,3.5414,Brazil,1,0,BRL,Yes,,
CUST-00489,Male,0,Yes,No,49,50,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.1,4011.4,81.87,2.0212,Brazil,1,0,BRL,No,,
CUST-00490,Female,0,Yes,Yes,3,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,24.77,3.96,1.32,499.3952,Brazil,1,0,BRL,No,LP003,
CUST-00491,Male,0,No,No,15,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.18,316.93,21.13,7.2909,Brazil,1,0,BRL,No,,
CUST-00492,Male,0,No,No,12,12,Yes,No,No,,,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,,22.08,6.7674,Brazil,1,0,BRL,No,,
CUST-00493,Female,0,No,Yes,25,24,Yes,Yes,DSL,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,50.89,1351.31,54.05,3.7632,Brazil,1,1,BRL,No,,
CUST-00494,Male,0,No,No,59,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,112.32,6638.32,112.51,1.6917,Brazil,1,0,BRL,No,LP001,
CUST-00495,Male,0,Yes,No,2,3,Yes,No,DSL,No,,No,No,No,Month-to-month,Yes,Mailed check,47.79,66.62,33.31,70.6744,Brazil,1,0,BRL,No,,
CUST-00496,Male,0,No,No,2,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,35.32,152.94,76.47,22.944,Brazil,1,0,BRL,Yes,,
CUST-00497,Female,0,No,No,56,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.32,1582.19,28.25,1.7888,Brazil,1,0,BRL,No,,21.6
CUST-00498,Male,0,Yes,No,7,7,Yes,No,Fiber optic,Yes,No,No,No,No,Two year,Yes,Mailed check,69.4,455.51,65.07,15.2023,Brazil,1,0,BRL,Yes,,
CUST-00499,Female,1,No,No,33,33,Yes,No,Fiber optic,No,No,No,No,Yes,Month-to-month,No,Bank transfer,59.21,1915.18,58.04,3.09,Brazil,1,0,BRL,No,,
CUST-00500,Male,0,Yes,No,23,22,No,No phone service,DSL,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,40.3,867.15,37.7,4.6421,Brazil,1,0,BRL,No,,
CUST-00501,Male,0,No,Yes,53,53,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,One year,No,Bank transfer,104.5,5680.18,107.17,1.8394,Brazil,1,0,BRL,No,,
CUST-00502,Male,0,No,Yes,4,4,Yes,No,Fiber optic,No,No,No,No,No,One year,No,Electronic check,68.0,343.05,85.76,19.7646,Brazil,1,0,BRL,Yes,,
CUST-00503,Female,0,Yes,No,4,5,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,72.72,258.07,64.52,28.0696,Brazil,1,0,BRL,Yes,LP002,
CUST-00504,Male,0,No,No,24,25,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,73.59,1852.75,77.2,3.9698,Brazil,1,0,BRL,No,,
CUST-00505,Male,0,No,Yes,72,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,24.24,1771.95,24.61,1.3672,Brazil,1,0,BRL,No,,
CUST-00506,Female,0,No,No,16,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.32,348.83,21.8,5.8085,Brazil,1,0,BRL,No,,
CUST-00507,Male,0,Yes,No,11,10,Yes,No,No,No internet service,,No internet service,No internet service,No internet service,One year,Yes,Credit card,28.25,274.85,24.99,10.2411,Brazil,1,0,BRL,No,,
CUST-00508,Female,0,No,Yes,27,28,Yes,Yes,No,No internet service,,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.47,607.98,22.52,3.854,Brazil,1,0,BRL,No,,
CUST-00509,Female,0,Yes,No,72,72,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,81.86,5891.8,81.83,1.3892,Brazil,1,0,BRL,No,,
CUST-00510,Male,0,Yes,Yes,54,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,53.84,2809.08,52.02,1.916,Brazil,1,0,BRL,No,,
CUST-00511,Female,0,Yes,No,72,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,83.36,5977.58,83.02,1.3943,Brazil,1,0,BRL,No,,
CUST-00512,Male,1,No,No,1,1,Yes,Yes,No,,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,33.55,33.77,33.77,96.4912,Brazil,1,0,BRL,Yes,,
CUST-00513,Female,0,No,No,3,4,Yes,No,Fiber optic,No,Yes,No,No,No,One year,Yes,Bank transfer,55.57,232.19,77.4,23.8304,Brazil,1,0,BRL,No,,
CUST-00514,Female,0,No,Yes,28,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,One year,No,Electronic check,95.81,2651.85,94.71,3.6116,Brazil,1,0,BRL,No,,
CUST-00515,Male,0,No,No,51,51,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Mailed check,96.93,4984.04,97.73,1.9444,Brazil,1,0,BRL,No,,
CUST-00516,Female,0,Yes,No,10,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.85,235.48,23.55,14.3141,Brazil,1,0,BRL,No,,
CUST-00517,Female,1,Yes,No,8,8,Yes,No,DSL,Yes,Yes,No,No,Yes,One year,Yes,Credit card,80.72,704.11,88.01,11.4479,Brazil,1,0,BRL,Yes,,
CUST-00518,Female,0,Yes,Yes,46,45,Yes,No,DSL,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,52.47,2368.6,51.49,2.2143,Brazil,1,0,BRL,No,,48.1
CUST-00519,Female,1,Yes,No,1,1,Yes,No,Fiber optic,,No,No,No,No,Month-to-month,No,Electronic check,43.7,50.21,50.21,85.3349,Brazil,1,0,BRL,No,LP001,
CUST-00520,Female,0,Yes,No,13,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.33,323.61,24.89,7.1871,Brazil,1,0,BRL,Yes,,
CUST-00521,Male,1,Yes,No,21,21,No,No phone service,Fiber optic,No,No,Yes,No,No,One year,Yes,Electronic check,105.73,2230.84,106.23,4.7373,Brazil,1,0,BRL,No,,
CUST-00522,Female,0,Yes,No,24,24,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,58.7,1403.46,58.48,4.1795,Brazil,1,0,BRL,No,,
CUST-00523,Male,0,Yes,No,39,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,One year,Yes,Credit card,105.16,4039.16,103.57,2.6029,Brazil,1,0,BRL,No,,
CUST-00524,Female,0,Yes,No,13,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,53.09,645.69,49.67,8.2095,Brazil,1,0,BRL,No,LP002,
CUST-00525,Male,0,Yes,Yes,28,28,Yes,No,Fiber optic,Yes,,Yes,No,No,Month-to-month,No,Credit card,93.18,2658.86,94.96,3.5032,Brazil,1,0,BRL,Yes,,
CUST-00526,Male,0,No,No,26,26,Yes,No,Fiber optic,No,No,Yes,No,No,Two year,Yes,Credit card,73.77,1888.15,72.62,3.9049,Brazil,1,0,BRL,Yes,,
CUST-00527,Female,0,No,Yes,23,23,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Electronic check,43.36,992.12,43.14,4.366,Brazil,1,0,BRL,Yes,,
CUST-00528,Female,0,No,No,30,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,28.12,769.0,25.63,3.6519,Brazil,1,0,BRL,No,LP001,
CUST-00529,Female,0,Yes,Yes,9,9,Yes,No,Fiber optic,No,No,No,Yes,No,Two year,No,Electronic check,54.92,537.21,59.69,10.2042,Brazil,1,0,BRL,No,,50.4
CUST-00530,Male,0,Yes,No,2,2,Yes,No,No,,,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,25.85,0.0,0.0,2585.0,Brazil,1,0,BRL,No,,
CUST-00531,Female,0,No,Yes,3,3,Yes,Yes,DSL,Yes,No,No,No,Yes,Two year,Yes,Mailed check,72.46,263.18,87.73,27.4283,Brazil,1,0,BRL,No,,
CUST-00532,Male,0,Yes,No,7,7,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,120.0,786.86,112.41,15.2311,Brazil,1,0,BRL,Yes,LP003,
CUST-00533,Male,0,Yes,No,20,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.99,550.53,27.53,4.531,Brazil,1,0,BRL,Yes,,
CUST-00534,Male,0,Yes,Yes,55,55,Yes,No,DSL,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,57.17,3144.86,57.18,1.8173,Brazil,1,0,BRL,No,,
CUST-00535,Female,0,Yes,Yes,36,36,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,96.32,3439.58,95.54,2.7995,Brazil,1,0,BRL,No,,
CUST-00536,Female,0,Yes,Yes,46,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,One year,No,Mailed check,75.99,3575.56,77.73,2.1247,Brazil,1,0,BRL,No,,
CUST-00537,Male,0,Yes,No,12,12,Yes,No,Fiber optic,,No,No,Yes,Yes,Two year,Yes,Credit card,70.74,845.44,70.45,8.3574,Brazil,1,0,BRL,No,,61.6
CUST-00538,Male,0,No,No,15,15,Yes,No,DSL,No,Yes,No,Yes,No,Month-to-month,No,Credit card,67.94,1001.01,66.73,6.7804,Brazil,1,0,BRL,No,,
CUST-00539,Female,0,Yes,No,15,15,Yes,Yes,DSL,No,No,No,No,No,One year,No,Electronic check,60.3,949.96,63.33,6.341,Brazil,1,0,BRL,No,,
CUST-00540,Male,0,Yes,Yes,6,6,Yes,No,No,No internet service,,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.17,59.0,9.83,36.95,Brazil,1,0,BRL,No,,
CUST-00541,Female,0,No,No,1,2,Yes,No,Fiber optic,,No,No,No,No,Month-to-month,Yes,Credit card,94.52,0.0,0.0,9452.0,Brazil,1,0,BRL,No,,
CUST-00542,Male,0,Yes,No,26,25,Yes,No,DSL,No,,No,No,No,Month-to-month,No,Electronic check,67.62,1816.02,69.85,3.7215,Brazil,1,0,BRL,Yes,LP003,
CUST-00543,Female,0,Yes,No,72,72,Yes,No,DSL,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,52.74,3755.46,52.16,1.404,Brazil,1,0,BRL,No,,
CUST-00544,Male,1,No,No,5,5,Yes,No,No,,,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.19,179.18,35.84,15.0905,Brazil,1,0,BRL,No,,
CUST-00545,Female,0,Yes,Yes,1,1,Yes,No,DSL,No,,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,49.23,51.54,51.54,93.7,Brazil,1,0,BRL,No,,55.5
CUST-00546,Male,0,Yes,Yes,45,45,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,94.5,4194.3,93.21,2.2525,Brazil,1,0,BRL,No,,
CUST-00547,Female,0,No,Yes,8,7,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Mailed check,72.8,612.76,76.6,11.8613,Brazil,1,0,BRL,Yes,,65.1
CUST-00548,Female,0,Yes,Yes,53,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,29.86,1562.07,29.47,1.9103,Brazil,1,0,BRL,No,,
CUST-00549,Male,0,No,Yes,36,37,Yes,No,Fiber optic,,No,No,No,No,Two year,No,Electronic check,54.29,1900.57,52.79,2.855,Brazil,1,0,BRL,Yes,,
CUST-00550,Male,1,No,Yes,72,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,87.84,6271.92,87.11,1.4003,Brazil,1,0,BRL,No,,
CUST-00551,Female,0,Yes,No,15,14,Yes,Yes,DSL,No,,Yes,Yes,No,Two year,No,Mailed check,59.09,799.71,53.31,7.3797,Brazil,1,0,BRL,Yes,,
CUST-00552,Male,0,No,No,32,32,Yes,Yes,No,No internet service,,No internet service,No internet service,No internet service,One year,No,Credit card,28.88,944.31,29.51,3.0551,Brazil,1,0,BRL,No,,
CUST-00553,Female,1,No,No,18,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,One year,No,Electronic check,55.93,959.97,53.33,5.8202,Brazil,1,0,BRL,Yes,,
CUST-00554,Male,0,Yes,No,29,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,24.33,703.83,24.27,3.4519,Brazil,1,0,BRL,No,,
CUST-00555,Female,0,No,No,17,16,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Two year,Yes,Mailed check,75.89,1281.04,75.36,5.9195,Brazil,1,0,BRL,Yes,,
CUST-00556,Female,0,Yes,Yes,6,7,No,No phone service,Fiber optic,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.13,403.7,67.28,18.5644,Brazil,1,0,BRL,Yes,,42.2
CUST-00557,Female,0,No,No,21,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,69.09,1374.75,65.46,5.022,Brazil,1,0,BRL,No,LP003,
CUST-00558,Female,0,Yes,Yes,22,22,No,No phone service,Fiber optic,No,No,No,No,No,One year,Yes,Electronic check,50.48,1237.25,56.24,4.0767,Brazil,1,0,BRL,No,,
CUST-00559,Female,1,Yes,No,49,48,No,No phone service,DSL,No,No,No,No,Yes,One year,No,Mailed check,54.2,2653.37,54.15,2.0419,Brazil,1,0,BRL,No,LP003,
CUST-00560,Female,0,Yes,No,39,39,Yes,No,Fiber optic,,No,No,Yes,No,Two year,Yes,Electronic check,103.68,4134.69,106.02,2.507,Brazil,1,0,BRL,Yes,,
CUST-00561,Male,0,No,No,32,33,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,75.5,2474.25,77.32,3.0502,Brazil,1,0,BRL,No,,
CUST-00562,Male,0,Yes,Yes,3,3,Yes,No,DSL,No,,Yes,No,No,One year,No,Bank transfer,71.01,196.97,65.66,35.8691,Brazil,1,0,BRL,No,,
CUST-00563,Male,0,Yes,Yes,38,37,Yes,Yes,DSL,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.4,2494.25,65.64,2.621,Brazil,1,0,BRL,No,LP003,
CUST-00564,Female,0,Yes,No,20,20,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,38.82,784.0,39.2,4.9452,Brazil,1,0,BRL,No,,
CUST-00565,Female,0,No,Yes,67,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,1298.21,19.38,1.3855,Brazil,1,0,BRL,No,LP003,
CUST-00566,Female,0,No,No,72,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,One year,Yes,Electronic check,80.66,5849.01,81.24,1.3788,Brazil,1,0,BRL,No,,
