customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,num_support_tickets,customer_satisfaction,payment_method,churn
288,29.0,112.88671480424976,3273.7147293232433,One Year,DSL,Yes,2.0,,Bank Transfer,1
289,9.0,64.14203188603081,577.2782869742773,Month-to-Month,Fiber,Yes,1.0,1.0,Credit Card,0
290,41.0,32.951038597428635,1350.992582494574,Month-to-Month,DSL,Yes,,4.0,Bank Transfer,0
291,21.0,100.50196285595698,2110.5412199750963,Month-to-Month,Fiber,Yes,0.0,,Mailed Check,0
292,55.0,59.591367867505596,3277.525232712808,Month-to-Month,Fiber,No,0.0,5.0,Credit Card,0
293,40.0,70.9541578000502,,One Year,Fiber,No,2.0,,Credit Card,0
294,26.0,85.70800257137925,2228.4080668558604,One Year,Fiber,Yes,2.0,5.0,Credit Card,0
295,,29.889089987183695,1434.6763193848174,Month-to-Month,Fiber,No,3.0,3.0,Credit Card,1
296,3.0,110.72803013331244,,Two Year,No,,1.0,5.0,Electronic Check,0
297,33.0,91.87405822758268,,One Year,DSL,Yes,2.0,4.0,Mailed Check,0
298,42.0,,,Month-to-Month,No,No,2.0,1.0,Mailed Check,0
299,43.0,92.27291876196728,3967.735506764593,Two Year,No,Yes,1.0,3.0,Credit Card,0
300,70.0,83.9238134831837,,Two Year,DSL,No,2.0,3.0,Bank Transfer,0
301,4.0,72.92070288922694,291.6828115569078,One Year,Fiber,Yes,1.0,3.0,Electronic Check,1
302,64.0,62.30564194638599,3987.5610845687033,Month-to-Month,Fiber,No,1.0,4.0,Credit Card,0
303,70.0,51.521443141105436,3606.5010198773807,Month-to-Month,Fiber,No,1.0,4.0,Mailed Check,1
304,51.0,77.18035702258419,,Two Year,No,No,1.0,3.0,Mailed Check,1
305,67.0,79.03007649429188,5295.015125117556,Month-to-Month,Fiber,No,3.0,,Credit Card,1
306,18.0,97.07997006720498,1747.4394612096896,Month-to-Month,Fiber,Yes,3.0,4.0,Bank Transfer,0
307,20.0,75.01650021797992,1500.3300043595984,Month-to-Month,No,No,1.0,3.0,Bank Transfer,0
308,30.0,48.66996210548598,1460.0988631645794,Two Year,No,Yes,2.0,4.0,Electronic Check,0
309,52.0,30.594178815083602,1590.8972983843473,Month-to-Month,No,No,1.0,4.0,Bank Transfer,1
310,,66.81094594975173,,Two Year,Fiber,No,3.0,,Electronic Check,0
311,47.0,69.31354058276072,,Month-to-Month,Fiber,No,0.0,5.0,Bank Transfer,0
312,3.0,67.54771043016001,202.64313129048003,Two Year,No,Yes,2.0,4.0,Bank Transfer,0
313,50.0,31.737177566109395,,One Year,DSL,No,1.0,3.0,Electronic Check,0
314,,96.8616285133877,871.7546566204893,One Year,Fiber,No,3.0,4.0,Electronic Check,0
315,19.0,96.81574365584456,1839.4991294610466,Month-to-Month,Fiber,Yes,,,Credit Card,0
316,36.0,49.41787088463772,1779.043351846958,Month-to-Month,Fiber,Yes,,3.0,Electronic Check,0
317,40.0,90.14955279055386,3605.982111622154,Month-to-Month,Fiber,No,1.0,3.0,Electronic Check,0
318,27.0,93.82077154529141,2533.160831722868,Month-to-Month,DSL,Yes,1.0,,Bank Transfer,0
319,21.0,70.96117691619233,1490.184715240039,One Year,DSL,No,1.0,,Credit Card,1
320,,46.287534345148075,601.737946486925,One Year,Fiber,No,2.0,,Bank Transfer,0
321,27.0,110.33453838152559,2979.0325363011907,One Year,Fiber,Yes,4.0,4.0,Bank Transfer,0
322,62.0,,,Two Year,Fiber,No,,5.0,Mailed Check,0
323,40.0,63.72406361969893,2548.962544787957,Month-to-Month,Fiber,No,1.0,5.0,Electronic Check,0
324,53.0,89.32113489182271,4734.020149266604,Month-to-Month,DSL,Yes,0.0,,Credit Card,0
325,40.0,110.55521219625379,4422.208487850152,One Year,Fiber,No,1.0,4.0,Electronic Check,1
326,9.0,57.570996332778364,518.1389669950053,Month-to-Month,DSL,Yes,5.0,4.0,Electronic Check,0
327,27.0,87.28556363141972,2356.7102180483325,One Year,Fiber,No,3.0,3.0,Bank Transfer,1
328,3.0,118.5790042681177,355.73701280435307,Two Year,Fiber,No,0.0,,Mailed Check,0
329,56.0,42.08587914411301,,One Year,Fiber,No,0.0,,Electronic Check,1
330,53.0,56.26866028179843,2982.238994935317,Two Year,Fiber,No,3.0,4.0,Bank Transfer,0
331,4.0,55.05362298519488,220.2144919407795,Month-to-Month,DSL,No,0.0,3.0,Mailed Check,0
332,40.0,,,One Year,DSL,No,1.0,,Credit Card,1
333,52.0,64.75065660289513,3367.034143350547,One Year,Fiber,No,4.0,5.0,Mailed Check,0
334,56.0,77.51988598417626,4341.113615113871,Month-to-Month,DSL,No,2.0,5.0,Credit Card,0
335,65.0,49.49061199663158,3216.8897797810528,Month-to-Month,Fiber,,3.0,4.0,Credit Card,0
336,71.0,54.433412777977665,,Month-to-Month,DSL,No,,1.0,Mailed Check,0
337,30.0,,,One Year,DSL,Yes,0.0,5.0,Credit Card,1
338,25.0,73.87279649334276,,One Year,DSL,No,2.0,3.0,Mailed Check,0
339,39.0,91.85199522900498,3582.2278139311943,Month-to-Month,DSL,Yes,2.0,3.0,Credit Card,0
340,25.0,80.233875623141,2005.846890578525,Month-to-Month,Fiber,No,3.0,4.0,Mailed Check,0
341,33.0,89.29616588901908,2946.7734743376295,Month-to-Month,No,No,1.0,1.0,Electronic Check,0
342,63.0,41.4261990114625,2609.8505377221377,Two Year,No,No,1.0,,Mailed Check,0
343,54.0,60.414592222105426,3262.387979993693,Month-to-Month,DSL,No,4.0,3.0,Electronic Check,0
344,51.0,,,Two Year,DSL,No,1.0,5.0,Bank Transfer,0
345,52.0,,,Month-to-Month,Fiber,No,2.0,1.0,Mailed Check,0
346,52.0,88.68482403865792,,One Year,DSL,Yes,0.0,,Mailed Check,0
347,,76.81836842906986,4301.828632027912,Month-to-Month,No,No,2.0,,Mailed Check,1
348,1.0,80.63339642321964,80.63339642321964,Month-to-Month,Fiber,,0.0,3.0,Mailed Check,1
349,31.0,64.22739871179566,1991.0493600656655,Month-to-Month,DSL,No,1.0,3.0,Mailed Check,0
350,21.0,150.0,3345.0790894638135,Two Year,DSL,No,,,Mailed Check,0
351,24.0,60.096101939757546,1442.306446554181,One Year,DSL,Yes,2.0,4.0,Credit Card,1
352,19.0,69.04196955642121,1311.797421572003,Month-to-Month,DSL,No,4.0,4.0,Electronic Check,0
353,61.0,,,One Year,DSL,Yes,0.0,3.0,Mailed Check,0
354,60.0,97.65666643986805,5859.399986392083,Month-to-Month,Fiber,No,1.0,4.0,Bank Transfer,0
355,25.0,56.193676257876824,1404.8419064469206,One Year,DSL,Yes,2.0,4.0,Bank Transfer,0
356,20.0,68.48014734970897,1369.6029469941795,One Year,DSL,No,2.0,5.0,Credit Card,0
357,,56.79898622795422,1476.7736419268097,Month-to-Month,No,No,0.0,3.0,Electronic Check,1
358,7.0,66.53292636812886,465.730484576902,Month-to-Month,DSL,No,2.0,5.0,Bank Transfer,1
359,,62.893822539484255,4213.886110145445,Month-to-Month,DSL,Yes,,5.0,Bank Transfer,1
360,56.0,68.92395560548378,3859.7415139070918,One Year,Fiber,No,1.0,4.0,Credit Card,1
361,11.0,68.67996293365383,755.4795922701921,Two Year,Fiber,No,1.0,3.0,Bank Transfer,0
362,17.0,66.14486721285293,1124.4627426184998,Month-to-Month,DSL,No,,4.0,Electronic Check,1
363,47.0,65.80306933634301,3092.7442588081217,One Year,Fiber,No,,4.0,Electronic Check,0
364,44.0,102.71296130815043,4519.370297558618,Month-to-Month,Fiber,No,4.0,,Electronic Check,0
365,64.0,92.03542299398146,5890.267071614813,Month-to-Month,No,No,,5.0,Credit Card,0
366,30.0,92.18605796116474,2765.581738834942,Month-to-Month,Fiber,No,1.0,,Credit Card,1
367,43.0,,,One Year,Fiber,Yes,2.0,,Bank Transfer,0
368,,101.4205207962091,,One Year,DSL,No,0.0,,Electronic Check,0
369,4.0,,,Month-to-Month,Fiber,No,0.0,4.0,Mailed Check,1
370,50.0,56.164891779960875,2808.2445889980436,Month-to-Month,DSL,No,3.0,1.0,Electronic Check,0
371,34.0,108.09630042999508,3675.274214619833,Two Year,Fiber,Yes,,2.0,Mailed Check,0
372,35.0,52.91935142500526,1852.1772998751842,Month-to-Month,DSL,No,2.0,5.0,Credit Card,1
373,64.0,23.94920403987308,1532.7490585518772,Month-to-Month,Fiber,Yes,2.0,,Electronic Check,0
374,13.0,97.53814965382932,1267.995945499781,Month-to-Month,DSL,No,,4.0,Mailed Check,0
375,,67.0120304892481,1809.324823209699,Two Year,DSL,Yes,2.0,,Bank Transfer,0
376,41.0,94.42303911437456,3871.344603689357,One Year,No,No,1.0,3.0,Electronic Check,0
377,42.0,,,One Year,Fiber,No,1.0,4.0,Credit Card,0
378,29.0,38.45574970632394,1115.2167414833943,Month-to-Month,Fiber,No,2.0,4.0,Electronic Check,0
379,16.0,100.79679471559925,1612.748715449588,Month-to-Month,Fiber,No,3.0,4.0,Mailed Check,0
380,53.0,,,Month-to-Month,DSL,No,3.0,,Mailed Check,0
381,46.0,30.97423721406591,1424.814911847032,Two Year,Fiber,No,1.0,4.0,Credit Card,1
382,69.0,21.860327730891186,1508.3626134314918,One Year,DSL,Yes,2.0,,Electronic Check,1
383,37.0,20.0,5.113124065489771,Month-to-Month,DSL,Yes,2.0,3.0,Credit Card,1
384,60.0,44.022390418390245,2641.3434251034146,Month-to-Month,DSL,No,2.0,5.0,Credit Card,0
385,,20.0,236.4720155954863,Month-to-Month,Fiber,No,2.0,,Electronic Check,0
386,21.0,69.10986288475426,1451.3071205798396,One Year,Fiber,Yes,2.0,,Credit Card,0
387,34.0,20.0,479.0452522240497,One Year,Fiber,No,4.0,3.0,Bank Transfer,0
388,9.0,42.64316452060025,383.78848068540225,One Year,Fiber,Yes,1.0,3.0,Electronic Check,0
389,26.0,128.30154990524142,3335.840297536277,Two Year,Fiber,Yes,0.0,3.0,Mailed Check,0
390,,78.6281060153018,1415.3059082754323,Two Year,DSL,No,5.0,,Bank Transfer,0
391,1.0,71.32014188519317,71.32014188519317,Two Year,No,No,3.0,2.0,Mailed Check,0
392,23.0,29.481200492003566,678.067611316082,One Year,No,No,2.0,4.0,Bank Transfer,1
393,33.0,63.86005835128072,2107.381925592264,Month-to-Month,No,No,2.0,,Bank Transfer,0
394,47.0,71.20271407841543,3346.527561685525,Month-to-Month,DSL,Yes,2.0,2.0,Credit Card,0
395,21.0,29.870480105323523,627.280082211794,Two Year,DSL,No,3.0,,Electronic Check,0
396,61.0,73.15451702201547,4462.425538342944,Month-to-Month,Fiber,Yes,2.0,5.0,Credit Card,0
397,27.0,99.78081142662748,2694.081908518942,One Year,No,No,3.0,5.0,Mailed Check,0
398,,61.29354702901549,3861.493462827976,Two Year,Fiber,,5.0,5.0,Mailed Check,0
399,52.0,,,Month-to-Month,DSL,No,3.0,5.0,Bank Transfer,1
400,,20.0,1212.6457352073226,Two Year,Fiber,No,5.0,1.0,Electronic Check,0
401,14.0,,,Two Year,DSL,No,2.0,5.0,Credit Card,1
402,47.0,96.44237753570539,4532.791744178154,Month-to-Month,Fiber,,3.0,3.0,Mailed Check,0
403,7.0,53.46123383548735,374.22863684841144,Month-to-Month,Fiber,No,0.0,5.0,Mailed Check,0
404,28.0,46.75720913893959,1309.2018558903085,Two Year,DSL,No,2.0,5.0,Electronic Check,0
405,,52.68542210071608,158.05626630214823,Month-to-Month,Fiber,No,6.0,4.0,Bank Transfer,0
406,22.0,68.56334682497925,1508.3936301495435,Month-to-Month,DSL,Yes,2.0,5.0,Electronic Check,1
407,63.0,41.03960222835521,2585.494940386378,One Year,DSL,,1.0,4.0,Mailed Check,1
408,29.0,73.16291264925589,,Month-to-Month,No,Yes,0.0,4.0,Credit Card,0
409,20.0,35.999808071923525,719.9961614384705,One Year,DSL,Yes,1.0,5.0,Credit Card,0
410,67.0,89.35000005189463,5986.45000347694,One Year,Fiber,Yes,1.0,3.0,Credit Card,0
411,,43.57360556650994,1437.928983694828,One Year,No,No,2.0,,Bank Transfer,1
412,48.0,103.00670797330253,4944.321982718521,Month-to-Month,Fiber,No,2.0,,Electronic Check,0
413,41.0,69.74918368106542,2859.716530923682,Two Year,DSL,No,1.0,4.0,Electronic Check,0
414,9.0,48.85888929011926,439.7300036110733,Two Year,No,No,1.0,3.0,Bank Transfer,0
415,48.0,92.7865152395579,4453.752731498779,Month-to-Month,DSL,No,0.0,4.0,Credit Card,1
416,54.0,35.63757802242219,1924.4292132107983,Two Year,Fiber,No,1.0,4.0,Mailed Check,1
417,23.0,56.32335887456476,1295.4372541149894,Month-to-Month,Fiber,No,0.0,,Mailed Check,0
418,65.0,,,Month-to-Month,Fiber,No,,4.0,Electronic Check,0
419,21.0,66.97082991779477,1406.3874282736901,One Year,DSL,Yes,2.0,5.0,Credit Card,0
420,32.0,20.0,633.1316253034993,Month-to-Month,DSL,Yes,2.0,4.0,Mailed Check,0
421,26.0,,,Month-to-Month,Fiber,Yes,0.0,5.0,Electronic Check,0
422,33.0,74.20585856058581,2448.793332499332,Month-to-Month,Fiber,No,2.0,5.0,Bank Transfer,1
423,60.0,37.002711016002245,2220.162660960135,Month-to-Month,No,Yes,0.0,3.0,Mailed Check,0
424,9.0,,,Month-to-Month,Fiber,No,,4.0,Mailed Check,0
425,70.0,82.37952221964966,5766.566555375476,One Year,No,Yes,1.0,,Bank Transfer,1
426,46.0,57.14399023222323,2628.6235506822686,Month-to-Month,DSL,No,3.0,4.0,Credit Card,0
427,7.0,64.4926883674984,451.4488185724888,Month-to-Month,DSL,No,3.0,,Bank Transfer,0
428,7.0,116.53910309579545,,One Year,DSL,No,1.0,3.0,Electronic Check,0
429,69.0,93.39971127190793,6444.580077761648,Month-to-Month,Fiber,No,3.0,1.0,Electronic Check,0
430,33.0,79.50547862165429,2623.6807945145915,Two Year,DSL,,0.0,4.0,Mailed Check,0
431,10.0,34.612030739143094,346.12030739143097,Month-to-Month,Fiber,,0.0,4.0,Credit Card,0
432,28.0,110.74028296614895,3100.727923052171,One Year,Fiber,No,1.0,4.0,Electronic Check,1
433,47.0,96.31002672184945,4526.571255926924,One Year,DSL,No,2.0,3.0,Mailed Check,0
434,46.0,66.28986531100323,3049.3338043061485,Month-to-Month,Fiber,No,1.0,,Electronic Check,1
435,22.0,56.257548269780386,1237.6660619351685,Month-to-Month,DSL,No,2.0,3.0,Mailed Check,1
436,,65.30240153058068,1371.3504321421942,Month-to-Month,DSL,,2.0,4.0,Electronic Check,0
437,56.0,39.95158297832565,2237.2886467862368,Month-to-Month,DSL,Yes,1.0,4.0,Credit Card,0
438,32.0,,,One Year,No,No,4.0,4.0,Credit Card,0
439,32.0,89.07901285386289,2850.5284113236125,One Year,Fiber,No,0.0,3.0,Mailed Check,0
440,36.0,24.8094680689357,893.1408504816852,Month-to-Month,Fiber,No,2.0,5.0,Bank Transfer,0
441,31.0,,,Month-to-Month,DSL,No,2.0,4.0,Bank Transfer,0
442,70.0,,,One Year,DSL,No,,4.0,Credit Card,0
443,54.0,72.58920093308322,3919.816850386494,One Year,No,Yes,1.0,,Bank Transfer,1
444,21.0,40.526576149164356,851.0580991324515,One Year,DSL,Yes,1.0,4.0,Electronic Check,1
445,35.0,40.446177716823485,1415.616220088822,Month-to-Month,No,No,,5.0,Bank Transfer,1
446,23.0,97.2291345614596,,Two Year,DSL,Yes,2.0,3.0,Credit Card,0
447,42.0,,,Month-to-Month,Fiber,Yes,5.0,5.0,Electronic Check,0
448,24.0,95.21627390771091,2285.190573785062,Month-to-Month,DSL,Yes,1.0,5.0,Electronic Check,1
449,69.0,57.94086712228771,3997.9198314378523,One Year,No,Yes,0.0,4.0,Credit Card,0
450,42.0,96.99490875752339,4073.7861678159825,Two Year,Fiber,Yes,3.0,3.0,Credit Card,0
451,30.0,59.47303736487465,1784.1911209462394,One Year,No,No,,1.0,Credit Card,0
452,71.0,,,One Year,DSL,No,4.0,4.0,Bank Transfer,0
453,6.0,91.41387140983655,548.4832284590193,Month-to-Month,DSL,No,2.0,3.0,Credit Card,0
454,52.0,69.56521944424507,3617.391411100744,Month-to-Month,DSL,Yes,1.0,3.0,Credit Card,1
455,26.0,106.21441463311129,2761.5747804608936,Month-to-Month,DSL,No,1.0,,Mailed Check,0
456,41.0,92.30500212844595,3784.505087266284,One Year,No,,1.0,4.0,Bank Transfer,0
457,68.0,64.2643342764051,4369.974730795547,Two Year,Fiber,No,0.0,3.0,Bank Transfer,0
458,54.0,58.758309958425656,3172.9487377549854,One Year,Fiber,Yes,1.0,3.0,Credit Card,0
459,60.0,70.58430858218121,4235.058514930873,Month-to-Month,DSL,No,1.0,5.0,Mailed Check,0
460,55.0,74.75525044647974,4111.538774556386,One Year,DSL,Yes,,3.0,Mailed Check,1
461,24.0,47.95628683170479,1150.9508839609148,Month-to-Month,Fiber,,,,Electronic Check,1
462,40.0,,,Month-to-Month,DSL,Yes,2.0,,Mailed Check,0
463,64.0,60.065912704740064,3844.218413103364,Two Year,No,No,1.0,5.0,Credit Card,0
464,34.0,59.42430637116719,2020.4264166196845,One Year,No,Yes,3.0,3.0,Bank Transfer,0
465,,56.48279156568743,2202.82887106181,One Year,DSL,No,4.0,5.0,Electronic Check,0
466,,,,Two Year,DSL,Yes,1.0,,Mailed Check,1
467,20.0,52.69868495697862,1053.9736991395723,Month-to-Month,DSL,Yes,1.0,3.0,Credit Card,1
468,25.0,,,One Year,Fiber,Yes,0.0,3.0,Credit Card,0
469,6.0,139.16507677754677,834.9904606652806,Month-to-Month,No,No,0.0,3.0,Credit Card,1
470,3.0,68.65976349821645,205.97929049464935,Month-to-Month,DSL,,1.0,4.0,Bank Transfer,0
471,36.0,59.14988154253379,2129.3957355312164,One Year,Fiber,No,3.0,4.0,Electronic Check,0
472,70.0,,,One Year,No,,2.0,1.0,Credit Card,0
473,38.0,71.25554811910173,2707.710828525866,Month-to-Month,Fiber,No,4.0,3.0,Bank Transfer,0
474,65.0,42.26922641875984,2747.49971721939,Month-to-Month,DSL,Yes,2.0,3.0,Credit Card,0
475,38.0,60.61104702571068,2303.219786977006,Month-to-Month,Fiber,No,2.0,5.0,Mailed Check,0
476,28.0,73.79018984117857,2066.1253155530003,One Year,DSL,Yes,4.0,,Mailed Check,1
477,47.0,26.725263754446203,1256.0873964589716,Two Year,No,No,3.0,4.0,Electronic Check,0
478,47.0,73.93656880996146,3475.0187340681887,Two Year,Fiber,No,2.0,5.0,Bank Transfer,0
479,10.0,77.61287938565111,776.1287938565112,Month-to-Month,Fiber,No,1.0,5.0,Mailed Check,1
480,,37.57249950833371,187.86249754166857,Two Year,DSL,No,0.0,4.0,Bank Transfer,1
481,13.0,,,Two Year,DSL,No,2.0,3.0,Bank Transfer,1
482,34.0,24.233340945554886,823.9335921488662,Month-to-Month,DSL,,1.0,3.0,Bank Transfer,0
483,25.0,109.38752339606015,2734.6880849015038,Month-to-Month,Fiber,No,,,Credit Card,0
484,23.0,78.26408191372111,1800.0738840155857,Month-to-Month,Fiber,No,2.0,5.0,Mailed Check,1
485,3.0,,,Month-to-Month,No,No,1.0,3.0,Bank Transfer,0
486,8.0,65.91410423359594,527.3128338687675,Month-to-Month,Fiber,Yes,0.0,2.0,Mailed Check,0
487,46.0,98.2860902016442,4521.160149275634,Month-to-Month,DSL,No,3.0,,Electronic Check,0
488,62.0,67.64586120198473,4194.043394523053,Month-to-Month,No,No,2.0,5.0,Bank Transfer,0
489,39.0,78.27041928189382,3052.546351993859,One Year,Fiber,No,1.0,3.0,Bank Transfer,0
490,51.0,107.96573900913737,5506.252689466006,Month-to-Month,DSL,Yes,0.0,3.0,Bank Transfer,0
491,22.0,61.345821299945044,1349.6080685987909,One Year,Fiber,No,1.0,3.0,Bank Transfer,0
492,45.0,42.6841168873317,1920.7852599299263,One Year,No,No,3.0,4.0,Electronic Check,0
493,23.0,49.38748563115948,1135.912169516668,Month-to-Month,Fiber,No,,5.0,Bank Transfer,1
494,49.0,105.71659586098247,5180.1131971881405,Month-to-Month,Fiber,Yes,1.0,3.0,Bank Transfer,0
495,51.0,72.28570771285143,3686.5710933554233,One Year,Fiber,No,4.0,2.0,Mailed Check,0
496,28.0,57.44171779325814,1608.368098211228,Two Year,DSL,No,3.0,4.0,Mailed Check,1
497,,94.34110949497898,2735.8921753543905,Month-to-Month,DSL,No,1.0,3.0,Bank Transfer,0
498,59.0,94.94893464192901,,One Year,DSL,,4.0,,Credit Card,0
499,70.0,58.10880580233903,4067.616406163732,One Year,No,No,5.0,3.0,Bank Transfer,0
500,28.0,45.70157907286374,,Month-to-Month,DSL,No,1.0,,Electronic Check,0
